variable	mean_min_depth	no_of_nodes	mse_increase	node_purity_increase	no_of_trees	times_a_root	p_value
ASV_1247	26.8121566962012	32	5.25172087021353e-08	0.0010241423848258	32	0	1
ASV_1248	NA	0	0	0	0	0	1
ASV_1249	NA	0	0	0	0	0	1
ASV_125	14.1986620429779	17439	0.0136148054382393	7.51114944149469	8312	0	0
ASV_1250	26.4658750178226	194	-4.53189147191242e-05	0.277982428037539	193	0	1
ASV_1251	26.2681227212547	408	1.11329056889877e-05	0.188620151698747	404	0	1
ASV_1252	26.6569443120481	161	-5.58790272163674e-06	0.0151332038938511	160	0	1
ASV_1253	26.6068	228	1.94102561828145e-06	0.0181871624650273	225	0	1
ASV_1254	NA	0	0	0	0	0	1
ASV_1255	26.8243137183013	21	0	0.00201847054308648	21	0	1
ASV_1256	26.8264222425909	19	0	0.000714056834303704	19	0	1
ASV_1257	NA	0	0	0	0	0	1
ASV_1258	26.8023986352989	40	0	0.00371297432821654	40	0	1
ASV_1259	25.7195808330787	707	-0.000523894717231293	1.03549458733121	700	0	1
ASV_126	21.4253445157348	4544	0.000242544072119352	1.59666819618653	3648	0	0
ASV_1260	26.5677711375904	185	-3.22145658020599e-05	0.0783481968075744	183	0	1
ASV_1261	26.487156899888	271	2.20660063995497e-05	0.0440761105583992	267	0	1
ASV_1262	26.5821612384153	187	-1.1825727820915e-05	0.0475246893074179	185	0	1
ASV_1263	NA	0	0	0	0	0	1
ASV_1264	24.8988800488848	1115	0.000583173578095082	1.66631935762779	1095	0	1
ASV_1265	NA	0	0	0	0	0	1
ASV_1266	26.8154496791934	41	1.11357120665755e-08	0.000421876384637718	41	0	1
ASV_1267	26.606973215195	171	2.01088299199126e-05	0.076960245926888	169	0	1
ASV_1268	NA	0	0	0	0	0	1
ASV_1269	NA	0	0	0	0	0	1
ASV_127	26.3754234443426	273	6.88019797614533e-05	0.452980638293625	273	0	1
ASV_1270	NA	0	0	0	0	0	1
ASV_1271	NA	0	0	0	0	0	1
ASV_1272	26.7585721356554	58	1.20588496055752e-05	0.0516857570267477	58	0	1
ASV_1273	NA	0	0	0	0	0	1
ASV_1274	NA	0	0	0	0	0	1
ASV_1275	26.8391337610755	11	0	0.000272948567946337	11	0	1
ASV_1276	25.4867288114879	634	-9.91620866351525e-05	1.86103728408098	630	0	1
ASV_1277	NA	0	0	0	0	0	1
ASV_1279	26.7148096751197	60	0	0.153121410103063	60	0	1
ASV_128	26.4154890722069	218	-0.000726682461490946	0.510324990263413	215	0	1
ASV_1280	NA	0	0	0	0	0	1
ASV_1281	NA	0	0	0	0	0	1
ASV_1282	25.5821392809858	1072	-0.000103301911765779	0.198239783320892	1027	0	1
ASV_1283	26.4744981362664	267	-3.46919354948645e-06	0.0611875977458611	265	0	1
ASV_1284	26.2092307363275	388	-5.82874023262377e-06	0.618577215584746	382	0	1
ASV_1285	25.434261289337	762	-0.000289999145087779	0.798964908921523	757	0	1
ASV_1286	26.591786984418	121	4.83360856802884e-05	0.140730700647326	121	0	1
ASV_1287	NA	0	0	0	0	0	1
ASV_1288	NA	0	0	0	0	0	1
ASV_129	24.8620945921173	1713	4.29700143396262e-05	0.573924225464479	1593	0	0.999999999999997
ASV_1290	NA	0	0	0	0	0	1
ASV_1291	NA	0	0	0	0	0	1
ASV_1292	NA	0	0	0	0	0	1
ASV_1293	NA	0	0	0	0	0	1
ASV_1294	26.7837538242184	53	-2.53929424949532e-07	0.00162840097170658	53	0	1
ASV_1295	NA	0	0	0	0	0	1
ASV_1296	26.8344187799165	9	0	0.000696972190319485	9	0	1
ASV_1297	NA	0	0	0	0	0	1
ASV_1298	NA	0	0	0	0	0	1
ASV_1299	26.5514462979937	236	2.30822228185346e-05	0.113374268213132	235	0	1
ASV_13	15.2064287198289	11659	0.00438556174831456	4.39473218708827	6917	0	0
ASV_130	18.5258510438945	8008	0.00321461529838545	3.1997317019134	5496	0	0
ASV_1300	26.1958704959772	404	7.81662604082582e-05	0.209002592104975	401	0	1
ASV_1301	26.7468451980853	84	-1.24499833205982e-06	0.00631819666733882	84	0	1
ASV_1302	26.6559255932376	107	6.3812161655534e-06	0.0848961028075739	106	0	1
ASV_1303	NA	0	0	0	0	0	1
ASV_1304	26.8085696099399	44	0	0.00091665821647028	44	0	1
ASV_1305	26.8329665953763	14	0	0.000821331905466855	14	0	1
ASV_1306	26.8459685507689	5	0	1.83962450511498e-05	5	0	1
ASV_1307	26.7086504124656	132	3.54865251453364e-07	0.00629258628843694	131	0	1
ASV_1308	26.8415780018332	11	0	9.18910622495375e-05	11	0	1
ASV_1309	NA	0	0	0	0	0	1
ASV_131	19.6185356960994	7714	-5.76919953944722e-05	1.97155099102121	5429	0	0
ASV_1310	26.8311372237499	21	0	0.000928902872177046	21	0	1
ASV_1311	NA	0	0	0	0	0	1
ASV_1312	NA	0	0	0	0	0	1
ASV_1313	NA	0	0	0	0	0	1
ASV_1314	26.8095917099501	24	-4.64577823240295e-06	0.00869814797580783	24	0	1
ASV_1315	26.8449652103066	6	0	0.000914180366293635	6	0	1
ASV_1316	26.7944322843467	52	0	0.00151484544710512	52	0	1
ASV_1317	26.7979891842346	38	0	0.00309038804592694	38	0	1
ASV_1318	26.374315164477	414	1.77727957777615e-05	0.0499812574300618	402	0	1
ASV_1319	NA	0	0	0	0	0	1
ASV_132	15.4234666870353	12980	0.00176550063671131	3.06333963556691	7336	0	0
ASV_1320	26.83254412873	13	0	0.00143910367225416	13	0	1
ASV_1321	26.6264028719829	208	-2.02001506226198e-06	0.00888204458752239	208	0	1
ASV_1322	26.6641372441185	118	-3.09817120470192e-06	0.0378812990425655	117	0	1
ASV_1323	26.7154435889602	103	1.62633503768988e-06	0.00930898609950794	102	0	1
ASV_1324	NA	0	0	0	0	0	1
ASV_1325	NA	0	0	0	0	0	1
ASV_1326	26.8152534677666	28	4.72051038113355e-07	0.000946815011381428	28	0	1
ASV_1327	26.3331811589775	288	1.84022343709403e-05	0.328717091667225	288	0	1
ASV_1328	26.8358220185355	21	0	0.000622145649827971	21	0	1
ASV_1329	NA	0	0	0	0	0	1
ASV_133	24.9932572767084	1660	-5.68837461046564e-05	0.378228441034504	1545	0	1
ASV_1330	NA	0	0	0	0	0	1
ASV_1331	26.7598169671046	73	0	0.0040648201953547	73	0	1
ASV_1332	NA	0	0	0	0	0	1
ASV_1333	26.7920031367756	53	-1.42657982419698e-06	0.00193196229882612	53	0	1
ASV_1334	26.673280721051	158	-1.19427725550993e-05	0.0160575384796976	156	0	1
ASV_1335	NA	0	0	0	0	0	1
ASV_1336	26.5960986862206	188	-8.71998705970431e-06	0.0392733839017352	184	0	1
ASV_1337	NA	0	0	0	0	0	1
ASV_1338	26.672925817293	93	-0.000110083877816855	0.121222328002069	92	0	1
ASV_1339	26.8371987371423	11	0	0.00022005427319298	11	0	1
ASV_134	26.7701973724412	59	0	0.0161410451763747	59	0	1
ASV_1340	26.8348450555046	17	0	0.000291876157256183	17	0	1
ASV_1341	26.8072984010592	34	0	0.000721705955672111	34	0	1
ASV_1342	NA	0	0	0	0	0	1
ASV_1343	NA	0	0	0	0	0	1
ASV_1344	26.6634620022406	106	-3.52548665636749e-06	0.0986799607757933	106	0	1
ASV_1345	NA	0	0	0	0	0	1
ASV_1346	26.8048541603015	34	0	0.00173286658859728	34	0	1
ASV_1347	NA	0	0	0	0	0	1
ASV_1348	26.7348427742133	85	8.9051542050649e-07	0.00586950832515881	85	0	1
ASV_1349	26.8423889398106	4	0	0.00117093016803099	4	0	1
ASV_135	21.779237682045	5292	0.00044072062076409	0.817972911416574	4133	0	0
ASV_1350	NA	0	0	0	0	0	1
ASV_1351	26.8106894184744	37	0	0.000445931100704837	36	0	1
ASV_1352	NA	0	0	0	0	0	1
ASV_1353	26.8363123332315	13	0	0.000184783472167713	13	0	1
ASV_1354	NA	0	0	0	0	0	1
ASV_1355	26.7452647927488	94	-1.88354254001787e-06	0.00294561406397003	94	0	1
ASV_1356	NA	0	0	0	0	0	1
ASV_1357	26.842709563092	5	0	0.00111358871861656	5	0	1
ASV_1358	26.840661411549	11	0	0.00031840032286466	11	0	1
ASV_1359	25.8552126285772	530	0.000228375671462913	1.19091602836299	523	0	1
ASV_136	22.4795011915674	4122	0.000776454657542537	1.1074934345842	3390	0	0
ASV_1360	26.8315295040228	20	0	0.00072805949612364	20	0	1
