"","sampleid","Name.2","Community","Species","replicate","BreakingBag","parent","Location","Experiment","Part_Time0D_17","Part_Time0D_6","Part_Time4M_64","Part_Time7D_rep1_2","Part_Time7D_rep2_2","Part_Time7D_rep3_2","Part_Time7D_rep4_2","replicate.partition","partition","ExpCompact","exp.replicate.partition","exp.partition"
"1294","WYT15.1",NA,NA,NA,"Rep1",NA,"WYT15","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1295","WYT15.2",NA,NA,NA,"Rep2",NA,"WYT15","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1296","WYT15.3",NA,NA,NA,"Rep3",NA,"WYT15","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1297","WYT15.4",NA,NA,NA,"Rep4",NA,"WYT15","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1298","WYT16.1",NA,NA,NA,"Rep1",NA,"WYT16","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1299","WYT16.2",NA,NA,NA,"Rep2",NA,"WYT16","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1300","WYT16.3",NA,NA,NA,"Rep3",NA,"WYT16","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1301","WYT16.4",NA,NA,NA,"Rep4",NA,"WYT16","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1302","WYT17.1",NA,NA,NA,"Rep1",NA,"WYT17","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1303","WYT17.2",NA,NA,NA,"Rep2",NA,"WYT17","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1304","WYT17.3",NA,NA,NA,"Rep3",NA,"WYT17","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1305","WYT17.4",NA,NA,NA,"Rep4",NA,"WYT17","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1308","WYT19.1",NA,NA,NA,"Rep1",NA,"WYT19","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1309","WYT19.2",NA,NA,NA,"Rep2",NA,"WYT19","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1310","WYT19.3",NA,NA,NA,"Rep3",NA,"WYT19","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1311","WYT19.4",NA,NA,NA,"Rep4",NA,"WYT19","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1312","WYT20.1",NA,NA,NA,"Rep1",NA,"WYT20","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1313","WYT20.2",NA,NA,NA,"Rep2",NA,"WYT20","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1314","WYT20.3",NA,NA,NA,"Rep3",NA,"WYT20","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1315","WYT20.4",NA,NA,NA,"Rep4",NA,"WYT20","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1316","WYT21.1",NA,NA,NA,"Rep1",NA,"WYT21","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1317","WYT21.2",NA,NA,NA,"Rep2",NA,"WYT21","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1318","WYT21.3",NA,NA,NA,"Rep3",NA,"WYT21","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1319","WYT21.4",NA,NA,NA,"Rep4",NA,"WYT21","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1320","WYT22.1",NA,NA,NA,"Rep1",NA,"WYT22","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1321","WYT22.2",NA,NA,NA,"Rep2",NA,"WYT22","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1322","WYT22.3",NA,NA,NA,"Rep3",NA,"WYT22","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1323","WYT22.4",NA,NA,NA,"Rep4",NA,"WYT22","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1324","WYT23.1",NA,NA,NA,"Rep1",NA,"WYT23","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1325","WYT23.2",NA,NA,NA,"Rep2",NA,"WYT23","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1326","WYT23.3",NA,NA,NA,"Rep3",NA,"WYT23","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1327","WYT23.4",NA,NA,NA,"Rep4",NA,"WYT23","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1328","WYT24.1",NA,NA,NA,"Rep1",NA,"WYT24","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1329","WYT24.2",NA,NA,NA,"Rep2",NA,"WYT24","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1330","WYT24.3",NA,NA,NA,"Rep3",NA,"WYT24","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1331","WYT24.4",NA,NA,NA,"Rep4",NA,"WYT24","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1332","WYT25.1",NA,NA,NA,"Rep1",NA,"WYT25","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1333","WYT25.2",NA,NA,NA,"Rep2",NA,"WYT25","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1334","WYT25.3",NA,NA,NA,"Rep3",NA,"WYT25","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1335","WYT25.4",NA,NA,NA,"Rep4",NA,"WYT25","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1336","WYT26.1",NA,NA,NA,"Rep1",NA,"WYT26","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1337","WYT26.2",NA,NA,NA,"Rep2",NA,"WYT26","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1338","WYT26.3",NA,NA,NA,"Rep3",NA,"WYT26","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1339","WYT26.4",NA,NA,NA,"Rep4",NA,"WYT26","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1340","WYT27.1",NA,NA,NA,"Rep1",NA,"WYT27","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1341","WYT27.2",NA,NA,NA,"Rep2",NA,"WYT27","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1342","WYT27.3",NA,NA,NA,"Rep3",NA,"WYT27","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1343","WYT27.4",NA,NA,NA,"Rep4",NA,"WYT27","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1344","WYT28.1",NA,NA,NA,"Rep1",NA,"WYT28","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1345","WYT28.2",NA,NA,NA,"Rep2",NA,"WYT28","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1346","WYT28.3",NA,NA,NA,"Rep3",NA,"WYT28","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1347","WYT28.4",NA,NA,NA,"Rep4",NA,"WYT28","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1348","WYT29.1",NA,NA,NA,"Rep1",NA,"WYT29","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1349","WYT29.2",NA,NA,NA,"Rep2",NA,"WYT29","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1350","WYT29.3",NA,NA,NA,"Rep3",NA,"WYT29","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1351","WYT29.4",NA,NA,NA,"Rep4",NA,"WYT29","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1352","WYT30.1",NA,NA,NA,"Rep1",NA,"WYT30","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1353","WYT30.2",NA,NA,NA,"Rep2",NA,"WYT30","WythamWoods","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"1354","WYT30.3",NA,NA,NA,"Rep3",NA,"WYT30","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1355","WYT30.4",NA,NA,NA,"Rep4",NA,"WYT30","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1356","WYT31.1",NA,NA,NA,"Rep1",NA,"WYT31","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1357","WYT31.2",NA,NA,NA,"Rep2",NA,"WYT31","WythamWoods","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"1358","WYT31.3",NA,NA,NA,"Rep3",NA,"WYT31","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1359","WYT31.4",NA,NA,NA,"Rep4",NA,"WYT31","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1360","WYT32.1",NA,NA,NA,"Rep1",NA,"WYT32","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1361","WYT32.2",NA,NA,NA,"Rep2",NA,"WYT32","WythamWoods","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"1362","WYT32.3",NA,NA,NA,"Rep3",NA,"WYT32","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1363","WYT32.4",NA,NA,NA,"Rep4",NA,"WYT32","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1364","WYT33.1",NA,NA,NA,"Rep1",NA,"WYT33","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1365","WYT33.2",NA,NA,NA,"Rep2",NA,"WYT33","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1366","WYT33.3",NA,NA,NA,"Rep3",NA,"WYT33","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1367","WYT33.4",NA,NA,NA,"Rep4",NA,"WYT33","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1368","WYT34.1",NA,NA,NA,"Rep1",NA,"WYT34","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1369","WYT34.2",NA,NA,NA,"Rep2",NA,"WYT34","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1370","WYT34.3",NA,NA,NA,"Rep3",NA,"WYT34","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1371","WYT34.4",NA,NA,NA,"Rep4",NA,"WYT34","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1376","WYT36.1",NA,NA,NA,"Rep1",NA,"WYT36","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1377","WYT36.2",NA,NA,NA,"Rep2",NA,"WYT36","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1378","WYT36.3",NA,NA,NA,"Rep3",NA,"WYT36","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1379","WYT36.4",NA,NA,NA,"Rep4",NA,"WYT36","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1380","WYT37.1",NA,NA,NA,"Rep1",NA,"WYT37","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1381","WYT37.2",NA,NA,NA,"Rep2",NA,"WYT37","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1382","WYT37.3",NA,NA,NA,"Rep3",NA,"WYT37","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1383","WYT37.4",NA,NA,NA,"Rep4",NA,"WYT37","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1384","WYT38.1",NA,NA,NA,"Rep1",NA,"WYT38","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1385","WYT38.2",NA,NA,NA,"Rep2",NA,"WYT38","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1386","WYT38.3",NA,NA,NA,"Rep3",NA,"WYT38","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1387","WYT38.4",NA,NA,NA,"Rep4",NA,"WYT38","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1388","WYT39.1",NA,NA,NA,"Rep1",NA,"WYT39","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1389","WYT39.2",NA,NA,NA,"Rep2",NA,"WYT39","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1390","WYT39.3",NA,NA,NA,"Rep3",NA,"WYT39","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1391","WYT39.4",NA,NA,NA,"Rep4",NA,"WYT39","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1392","WYT40.1",NA,NA,NA,"Rep1",NA,"WYT40","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1393","WYT40.2",NA,NA,NA,"Rep2",NA,"WYT40","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1394","WYT40.3",NA,NA,NA,"Rep3",NA,"WYT40","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1395","WYT40.4",NA,NA,NA,"Rep4",NA,"WYT40","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1396","WYT41.1",NA,NA,NA,"Rep1",NA,"WYT41","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1397","WYT41.2",NA,NA,NA,"Rep2",NA,"WYT41","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1398","WYT41.3",NA,NA,NA,"Rep3",NA,"WYT41","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1399","WYT41.4",NA,NA,NA,"Rep4",NA,"WYT41","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1400","WYT42.1",NA,NA,NA,"Rep1",NA,"WYT42","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1401","WYT42.2",NA,NA,NA,"Rep2",NA,"WYT42","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1402","WYT42.3",NA,NA,NA,"Rep3",NA,"WYT42","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1403","WYT42.4",NA,NA,NA,"Rep4",NA,"WYT42","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1404","WYT43.1",NA,NA,NA,"Rep1",NA,"WYT43","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1405","WYT43.2",NA,NA,NA,"Rep2",NA,"WYT43","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1406","WYT43.3",NA,NA,NA,"Rep3",NA,"WYT43","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1407","WYT43.4",NA,NA,NA,"Rep4",NA,"WYT43","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1408","WYT44.1",NA,NA,NA,"Rep1",NA,"WYT44","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1409","WYT44.2",NA,NA,NA,"Rep2",NA,"WYT44","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1410","WYT44.3",NA,NA,NA,"Rep3",NA,"WYT44","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1411","WYT44.4",NA,NA,NA,"Rep4",NA,"WYT44","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1412","WYT45.1",NA,NA,NA,"Rep1",NA,"WYT45","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1413","WYT45.2",NA,NA,NA,"Rep2",NA,"WYT45","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1414","WYT45.3",NA,NA,NA,"Rep3",NA,"WYT45","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1415","WYT45.4",NA,NA,NA,"Rep4",NA,"WYT45","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1416","WYT46.1",NA,NA,NA,"Rep1",NA,"WYT46","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1417","WYT46.2",NA,NA,NA,"Rep2",NA,"WYT46","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1418","WYT46.3",NA,NA,NA,"Rep3",NA,"WYT46","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1419","WYT46.4",NA,NA,NA,"Rep4",NA,"WYT46","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1420","WYT47.1",NA,NA,NA,"Rep1",NA,"WYT47","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1421","WYT47.2",NA,NA,NA,"Rep2",NA,"WYT47","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1422","WYT47.3",NA,NA,NA,"Rep3",NA,"WYT47","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1423","WYT47.4",NA,NA,NA,"Rep4",NA,"WYT47","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1424","WYT48.1",NA,NA,NA,"Rep1",NA,"WYT48","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1425","WYT48.2",NA,NA,NA,"Rep2",NA,"WYT48","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1426","WYT48.3",NA,NA,NA,"Rep3",NA,"WYT48","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1427","WYT48.4",NA,NA,NA,"Rep4",NA,"WYT48","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1428","WYT49.1",NA,NA,NA,"Rep1",NA,"WYT49","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1429","WYT49.2",NA,NA,NA,"Rep2",NA,"WYT49","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
