"","sampleid","Name.2","Community","Species","replicate","BreakingBag","parent","Location","Experiment","Part_Time0D_17","Part_Time0D_6","Part_Time4M_64","Part_Time7D_rep1_2","Part_Time7D_rep2_2","Part_Time7D_rep3_2","Part_Time7D_rep4_2","replicate.partition","partition","ExpCompact","exp.replicate.partition","exp.partition"
"519","OWW06.2",NA,NA,NA,"Rep2",NA,"OWW06","OldWindsorWood","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"520","OWW06.3",NA,NA,NA,"Rep3",NA,"OWW06","OldWindsorWood","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"521","OWW06.4",NA,NA,NA,"Rep4",NA,"OWW06","OldWindsorWood","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"522","OWW07.1",NA,NA,NA,"Rep1",NA,"OWW07","OldWindsorWood","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"523","OWW07.2",NA,NA,NA,"Rep2",NA,"OWW07","OldWindsorWood","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"524","OWW07.3",NA,NA,NA,"Rep3",NA,"OWW07","OldWindsorWood","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"525","OWW07.4",NA,NA,NA,"Rep4",NA,"OWW07","OldWindsorWood","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"526","OWW08.1",NA,NA,NA,"Rep1",NA,"OWW08","OldWindsorWood","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"527","OWW08.2",NA,NA,NA,"Rep2",NA,"OWW08","OldWindsorWood","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"528","OWW08.3",NA,NA,NA,"Rep3",NA,"OWW08","OldWindsorWood","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"529","OWW08.4",NA,NA,NA,"Rep4",NA,"OWW08","OldWindsorWood","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"530","OWW09.1",NA,NA,NA,"Rep1",NA,"OWW09","OldWindsorWood","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"531","OWW09.2",NA,NA,NA,"Rep2",NA,"OWW09","OldWindsorWood","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"532","OWW09.3",NA,NA,NA,"Rep3",NA,"OWW09","OldWindsorWood","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"533","OWW09.4",NA,NA,NA,"Rep4",NA,"OWW09","OldWindsorWood","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"538","OWW11.1",NA,NA,NA,"Rep1",NA,"OWW11","OldWindsorWood","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"539","OWW11.2",NA,NA,NA,"Rep2",NA,"OWW11","OldWindsorWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"540","OWW11.3",NA,NA,NA,"Rep3",NA,"OWW11","OldWindsorWood","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"541","OWW11.4",NA,NA,NA,"Rep4",NA,"OWW11","OldWindsorWood","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"542","OWW12.1",NA,NA,NA,"Rep1",NA,"OWW12","OldWindsorWood","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"543","OWW12.2",NA,NA,NA,"Rep2",NA,"OWW12","OldWindsorWood","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"544","OWW12.3",NA,NA,NA,"Rep3",NA,"OWW12","OldWindsorWood","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"545","OWW12.4",NA,NA,NA,"Rep4",NA,"OWW12","OldWindsorWood","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"546","OWW13.1",NA,NA,NA,"Rep1",NA,"OWW13","OldWindsorWood","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"547","OWW13.2",NA,NA,NA,"Rep2",NA,"OWW13","OldWindsorWood","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"548","OWW13.3",NA,NA,NA,"Rep3",NA,"OWW13","OldWindsorWood","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"549","OWW13.4",NA,NA,NA,"Rep4",NA,"OWW13","OldWindsorWood","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"550","OWW14.1",NA,NA,NA,"Rep1",NA,"OWW14","OldWindsorWood","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"551","OWW14.2",NA,NA,NA,"Rep2",NA,"OWW14","OldWindsorWood","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"552","OWW14.3",NA,NA,NA,"Rep3",NA,"OWW14","OldWindsorWood","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"553","OWW14.4",NA,NA,NA,"Rep4",NA,"OWW14","OldWindsorWood","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"554","OWW15.1",NA,NA,NA,"Rep1",NA,"OWW15","OldWindsorWood","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"555","OWW15.2",NA,NA,NA,"Rep2",NA,"OWW15","OldWindsorWood","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"556","OWW15.3",NA,NA,NA,"Rep3",NA,"OWW15","OldWindsorWood","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"557","OWW15.4",NA,NA,NA,"Rep4",NA,"OWW15","OldWindsorWood","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"558","OWW16.1",NA,NA,NA,"Rep1",NA,"OWW16","OldWindsorWood","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"559","OWW16.2",NA,NA,NA,"Rep2",NA,"OWW16","OldWindsorWood","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"560","OWW16.3",NA,NA,NA,"Rep3",NA,"OWW16","OldWindsorWood","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"561","OWW16.4",NA,NA,NA,"Rep4",NA,"OWW16","OldWindsorWood","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"562","PH01.1",NA,NA,NA,"Rep1",NA,"PH01","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"563","PH01.2",NA,NA,NA,"Rep2",NA,"PH01","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"564","PH01.3",NA,NA,NA,"Rep3",NA,"PH01","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"565","PH01.4",NA,NA,NA,"Rep4",NA,"PH01","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"566","PH02.1",NA,NA,NA,"Rep1",NA,"PH02","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"567","PH02.2",NA,NA,NA,"Rep2",NA,"PH02","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"568","PH02.3",NA,NA,NA,"Rep3",NA,"PH02","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"569","PH02.4",NA,NA,NA,"Rep4",NA,"PH02","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"570","PH03.1",NA,NA,NA,"Rep1",NA,"PH03","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"571","PH03.2",NA,NA,NA,"Rep2",NA,"PH03","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"572","PH03.3",NA,NA,NA,"Rep3",NA,"PH03","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"573","PH03.4",NA,NA,NA,"Rep4",NA,"PH03","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"574","PH04.1",NA,NA,NA,"Rep1",NA,"PH04","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"575","PH04.2",NA,NA,NA,"Rep2",NA,"PH04","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"576","PH04.3",NA,NA,NA,"Rep3",NA,"PH04","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"577","PH04.4",NA,NA,NA,"Rep4",NA,"PH04","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"578","PH05.1",NA,NA,NA,"Rep1",NA,"PH05","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"579","PH05.2",NA,NA,NA,"Rep2",NA,"PH05","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"580","PH05.3",NA,NA,NA,"Rep3",NA,"PH05","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"581","PH05.4",NA,NA,NA,"Rep4",NA,"PH05","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"582","PH06.1",NA,NA,NA,"Rep1",NA,"PH06","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"583","PH06.2",NA,NA,NA,"Rep2",NA,"PH06","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"584","PH06.3",NA,NA,NA,"Rep3",NA,"PH06","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"585","PH06.4",NA,NA,NA,"Rep4",NA,"PH06","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"590","PH08.1",NA,NA,NA,"Rep1",NA,"PH08","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"591","PH08.2",NA,NA,NA,"Rep2",NA,"PH08","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"592","PH08.3",NA,NA,NA,"Rep3",NA,"PH08","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"593","PH08.4",NA,NA,NA,"Rep4",NA,"PH08","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"594","PH09.1",NA,NA,NA,"Rep1",NA,"PH09","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"595","PH09.2",NA,NA,NA,"Rep2",NA,"PH09","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"596","PH09.3",NA,NA,NA,"Rep3",NA,"PH09","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"597","PH09.4",NA,NA,NA,"Rep4",NA,"PH09","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"598","PH10.1",NA,NA,NA,"Rep1",NA,"PH10","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"599","PH10.2",NA,NA,NA,"Rep2",NA,"PH10","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"600","PH10.3",NA,NA,NA,"Rep3",NA,"PH10","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"601","PH10.4",NA,NA,NA,"Rep4",NA,"PH10","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"602","PH11.1",NA,NA,NA,"Rep1",NA,"PH11","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"603","PH11.2",NA,NA,NA,"Rep2",NA,"PH11","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"604","PH11.3",NA,NA,NA,"Rep3",NA,"PH11","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"605","PH11.4",NA,NA,NA,"Rep4",NA,"PH11","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"606","PH12.1",NA,NA,NA,"Rep1",NA,"PH12","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"607","PH12.2",NA,NA,NA,"Rep2",NA,"PH12","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"608","PH12.3",NA,NA,NA,"Rep3",NA,"PH12","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"609","PH12.4",NA,NA,NA,"Rep4",NA,"PH12","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"610","PH13.1",NA,NA,NA,"Rep1",NA,"PH13","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"611","PH13.2",NA,NA,NA,"Rep2",NA,"PH13","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"612","PH13.3",NA,NA,NA,"Rep3",NA,"PH13","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"613","PH13.4",NA,NA,NA,"Rep4",NA,"PH13","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"614","PH14.1",NA,NA,NA,"Rep1",NA,"PH14","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"615","PH14.2",NA,NA,NA,"Rep2",NA,"PH14","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"616","PH14.3",NA,NA,NA,"Rep3",NA,"PH14","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"617","PH14.4",NA,NA,NA,"Rep4",NA,"PH14","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"618","PH15.1",NA,NA,NA,"Rep1",NA,"PH15","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"619","PH15.2",NA,NA,NA,"Rep2",NA,"PH15","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"620","PH15.3",NA,NA,NA,"Rep3",NA,"PH15","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"621","PH15.4",NA,NA,NA,"Rep4",NA,"PH15","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"626","PH17.1",NA,NA,NA,"Rep1",NA,"PH17","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"627","PH17.2",NA,NA,NA,"Rep2",NA,"PH17","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"628","PH17.3",NA,NA,NA,"Rep3",NA,"PH17","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"629","PH17.4",NA,NA,NA,"Rep4",NA,"PH17","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"630","PH18.1",NA,NA,NA,"Rep1",NA,"PH18","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"631","PH18.2",NA,NA,NA,"Rep2",NA,"PH18","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"632","PH18.3",NA,NA,NA,"Rep3",NA,"PH18","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"633","PH18.4",NA,NA,NA,"Rep4",NA,"PH18","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"634","PH19.1",NA,NA,NA,"Rep1",NA,"PH19","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"635","PH19.2",NA,NA,NA,"Rep2",NA,"PH19","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"636","PH19.3",NA,NA,NA,"Rep3",NA,"PH19","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"637","PH19.4",NA,NA,NA,"Rep4",NA,"PH19","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"638","PH20.1",NA,NA,NA,"Rep1",NA,"PH20","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"639","PH20.2",NA,NA,NA,"Rep2",NA,"PH20","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"640","PH20.3",NA,NA,NA,"Rep3",NA,"PH20","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"641","PH20.4",NA,NA,NA,"Rep4",NA,"PH20","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"642","PH21.1",NA,NA,NA,"Rep1",NA,"PH21","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"643","PH21.2",NA,NA,NA,"Rep2",NA,"PH21","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"644","PH21.3",NA,NA,NA,"Rep3",NA,"PH21","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"645","PH21.4",NA,NA,NA,"Rep4",NA,"PH21","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"646","PH22.1",NA,NA,NA,"Rep1",NA,"PH22","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"647","PH22.2",NA,NA,NA,"Rep2",NA,"PH22","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"648","PH22.3",NA,NA,NA,"Rep3",NA,"PH22","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"649","PH22.4",NA,NA,NA,"Rep4",NA,"PH22","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"654","PH24.1",NA,NA,NA,"Rep1",NA,"PH24","PullingshillWood","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"655","PH24.2",NA,NA,NA,"Rep2",NA,"PH24","PullingshillWood","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"656","PH24.3",NA,NA,NA,"Rep3",NA,"PH24","PullingshillWood","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"657","PH24.4",NA,NA,NA,"Rep4",NA,"PH24","PullingshillWood","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"658","RDM01.1",NA,NA,NA,"Rep1",NA,"RDM01","SilwoodPark","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"659","RDM01.2",NA,NA,NA,"Rep2",NA,"RDM01","SilwoodPark","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"660","RDM01.3",NA,NA,NA,"Rep3",NA,"RDM01","SilwoodPark","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"661","RDM01.4",NA,NA,NA,"Rep4",NA,"RDM01","SilwoodPark","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"666","SAC02.1",NA,NA,NA,"Rep1",NA,"SAC02","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"667","SAC02.2",NA,NA,NA,"Rep2",NA,"SAC02","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"668","SAC02.3",NA,NA,NA,"Rep3",NA,"SAC02","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"669","SAC02.4",NA,NA,NA,"Rep4",NA,"SAC02","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
