"X.ASV_A"	"ASV_B"	"Interaction"	"Type"
"ASV_11"	"ASV_59"	0.261257648468018	1
"ASV_8"	"ASV_60"	-0.20878818586761	3
"ASV_25"	"ASV_61"	0.209657617858917	1
"ASV_26"	"ASV_61"	0.179737380082742	1
"ASV_13"	"ASV_62"	-0.56959107647564	3
"ASV_37"	"ASV_64"	0.221306230278773	1
"ASV_38"	"ASV_64"	0.217840885262725	1
"ASV_43"	"ASV_64"	0.220568723746085	1
"ASV_5"	"ASV_66"	-0.22006179103608	3
"ASV_29"	"ASV_66"	0.215205717541513	1
"ASV_54"	"ASV_66"	0.274651213637829	1
"ASV_48"	"ASV_72"	-0.394823930046243	3
"ASV_66"	"ASV_72"	-0.34098290223609	3
"ASV_27"	"ASV_78"	0.299527929941412	1
"ASV_23"	"ASV_80"	0.354227394873066	1
"ASV_26"	"ASV_80"	-0.242669698161425	3
"ASV_19"	"ASV_81"	0.336396237519466	1
"ASV_53"	"ASV_81"	0.257195264101028	1
"ASV_2"	"ASV_82"	-0.142659066219297	3
"ASV_3"	"ASV_82"	-0.126963442641627	3
"ASV_8"	"ASV_82"	0.541106574096679	1
"ASV_23"	"ASV_82"	0.244121372036063	1
"ASV_29"	"ASV_82"	0.282455203906104	1
"ASV_54"	"ASV_82"	0.207257283459949	1
"ASV_61"	"ASV_82"	-0.194814942215983	3
"ASV_80"	"ASV_82"	0.222486251793707	1
"ASV_4"	"ASV_85"	-0.483486923416922	3
"ASV_14"	"ASV_87"	0.415287137031555	1
"ASV_26"	"ASV_88"	0.335376977920532	1
"ASV_8"	"ASV_89"	0.157287811188401	1
"ASV_42"	"ASV_89"	0.177932294573168	1
"ASV_1"	"ASV_94"	-0.279700696468353	3
"ASV_3"	"ASV_94"	-0.201599091174537	3
"ASV_48"	"ASV_94"	0.305417236273393	1
"ASV_16"	"ASV_95"	-0.43918921638677	3
"ASV_66"	"ASV_96"	0.274009130921445	1
"ASV_75"	"ASV_96"	0.729780244749415	1
"ASV_80"	"ASV_96"	0.426902040307775	1
"ASV_82"	"ASV_96"	0.257980233743167	1
"ASV_29"	"ASV_97"	-0.253133781470964	3
"ASV_48"	"ASV_100"	0.601034881673238	1
"ASV_41"	"ASV_101"	0.5301673412323	1
"ASV_88"	"ASV_101"	0.771010038508623	1
"ASV_61"	"ASV_105"	0.528375685214996	1
"ASV_42"	"ASV_107"	0.324394630733362	1
"ASV_82"	"ASV_107"	0.279503937116898	1
"ASV_8"	"ASV_108"	-0.262899994850159	3
"ASV_25"	"ASV_109"	0.797530463651345	1
"ASV_8"	"ASV_116"	0.20806885382392	1
"ASV_23"	"ASV_116"	0.292166534897285	1
"ASV_29"	"ASV_116"	0.273836105420339	1
"ASV_31"	"ASV_116"	-0.273063898717168	3
"ASV_26"	"ASV_117"	-0.408674122652962	3
"ASV_2"	"ASV_120"	0.536474985316701	1
"ASV_19"	"ASV_121"	0.244596979774875	1
"ASV_26"	"ASV_121"	0.279805392026901	1
"ASV_116"	"ASV_121"	-0.353622317808854	3
"ASV_29"	"ASV_123"	0.721718753152441	1
"ASV_23"	"ASV_124"	0.290051745960711	1
"ASV_29"	"ASV_124"	0.266957113267372	1
"ASV_54"	"ASV_124"	0.37385444405485	1
"ASV_82"	"ASV_124"	0.310810679925951	1
"ASV_78"	"ASV_126"	0.407727266187854	1
"ASV_43"	"ASV_128"	-0.189955345656775	3
"ASV_45"	"ASV_128"	-0.228485239793106	3
"ASV_81"	"ASV_128"	-0.22827887200469	3
"ASV_82"	"ASV_128"	0.290783944481254	1
"ASV_22"	"ASV_130"	-0.720580906089239	3
"ASV_45"	"ASV_131"	0.268210560083389	1
"ASV_64"	"ASV_131"	0.444961896261563	1
"ASV_4"	"ASV_134"	0.22329	1
"ASV_5"	"ASV_134"	0.247215448799604	1
"ASV_78"	"ASV_134"	0.592428714222926	1
"ASV_86"	"ASV_134"	0.579792597182453	1
"ASV_87"	"ASV_134"	0.63155847773537	1
"ASV_6"	"ASV_136"	0.415923976946444	1
"ASV_2"	"ASV_139"	-0.164675441819319	3
"ASV_3"	"ASV_139"	-0.147753625724455	3
"ASV_5"	"ASV_139"	-0.179799271970072	3
"ASV_6"	"ASV_139"	-0.185121333603134	3
"ASV_8"	"ASV_139"	0.210700067057835	1
"ASV_29"	"ASV_139"	0.26175600836421	1
"ASV_50"	"ASV_139"	0.682267145622717	1
"ASV_54"	"ASV_139"	0.18721898812749	1
"ASV_116"	"ASV_139"	0.294713293435154	1
"ASV_117"	"ASV_139"	0.42344721171117	1
"ASV_124"	"ASV_139"	0.264710829260566	1
"ASV_115"	"ASV_143"	-0.467231049549251	3
"ASV_2"	"ASV_144"	-0.237818970124195	3
"ASV_8"	"ASV_144"	0.184118207069688	1
"ASV_29"	"ASV_144"	0.238490251937948	1
"ASV_82"	"ASV_144"	0.261684720480911	1
"ASV_139"	"ASV_144"	0.234635978816974	1
"ASV_2"	"ASV_148"	-0.150360925831019	3
"ASV_23"	"ASV_148"	0.272433752898705	1
"ASV_29"	"ASV_148"	0.323022469369637	1
"ASV_54"	"ASV_148"	0.242914401585575	1
"ASV_82"	"ASV_148"	0.155986010057404	1
"ASV_89"	"ASV_148"	0.262295229729781	1
"ASV_124"	"ASV_148"	0.164986033278413	1
"ASV_126"	"ASV_148"	0.312270492315292	1
"ASV_128"	"ASV_148"	0.179016402279932	1
"ASV_139"	"ASV_148"	0.331908964403002	1
"ASV_134"	"ASV_149"	-0.636234277763	3
"ASV_148"	"ASV_153"	0.507414918976142	1
"ASV_1"	"ASV_157"	-0.188189641750943	3
"ASV_25"	"ASV_157"	-0.205661786185245	3
"ASV_80"	"ASV_157"	0.456670638140672	1
"ASV_82"	"ASV_157"	0.22652751812952	1
"ASV_148"	"ASV_157"	0.22391225783268	1
"ASV_40"	"ASV_162"	0.427611351013184	1
"ASV_78"	"ASV_162"	0.351460446082054	1
"ASV_118"	"ASV_162"	0.605069994926453	1
"ASV_14"	"ASV_163"	-0.268016570070476	3
"ASV_82"	"ASV_163"	0.232276056542693	1
"ASV_116"	"ASV_163"	0.422545931032297	1
"ASV_8"	"ASV_164"	0.304152504384353	1
"ASV_82"	"ASV_166"	0.403770305901799	1
"ASV_107"	"ASV_166"	0.402500628402014	1
"ASV_128"	"ASV_166"	0.475714397151547	1
"ASV_8"	"ASV_167"	0.639534680504363	1
"ASV_23"	"ASV_167"	0.596522152423859	1
"ASV_53"	"ASV_168"	0.64632891282395	1
"ASV_27"	"ASV_169"	0.779091754865317	1
"ASV_47"	"ASV_169"	0.512157797813416	1
"ASV_128"	"ASV_169"	0.278189986944199	1
"ASV_9"	"ASV_170"	-0.42165744583771	3
"ASV_128"	"ASV_170"	0.452981535488805	1
"ASV_8"	"ASV_175"	0.756911355790687	1
"ASV_38"	"ASV_175"	0.661333978176117	1
"ASV_107"	"ASV_175"	0.628100752830505	1
"ASV_5"	"ASV_177"	-0.363285303115845	3
"ASV_8"	"ASV_177"	0.500920593738556	1
"ASV_61"	"ASV_182"	0.572146117687225	1
"ASV_8"	"ASV_186"	0.323519053848096	1
"ASV_139"	"ASV_186"	0.215830264144771	1
"ASV_148"	"ASV_186"	0.399388828340117	1
"ASV_8"	"ASV_190"	0.430523798299818	1
"ASV_14"	"ASV_191"	-0.357593526120855	3
"ASV_5"	"ASV_193"	0.233618494155123	1
"ASV_78"	"ASV_193"	0.414254234441982	1
"ASV_134"	"ASV_193"	0.491577270838726	1
"ASV_5"	"ASV_195"	0.21646890617886	1
"ASV_78"	"ASV_195"	0.258305291704105	1
"ASV_126"	"ASV_195"	0.33861	1
"ASV_134"	"ASV_195"	0.321045639349453	1
"ASV_193"	"ASV_195"	0.63108967047613	1
"ASV_27"	"ASV_199"	0.473241716623306	1
"ASV_78"	"ASV_199"	0.677455727363906	1
"ASV_126"	"ASV_199"	0.709749460220337	1
"ASV_6"	"ASV_201"	0.2364924749612	1
"ASV_47"	"ASV_215"	0.545958754009429	1
"ASV_78"	"ASV_215"	0.538647178223318	1
"ASV_134"	"ASV_215"	0.450946950567452	1
"ASV_162"	"ASV_215"	0.584063184867148	1
"ASV_193"	"ASV_215"	0.391486278240487	1
"ASV_1"	"ASV_216"	-0.167909065381238	3
"ASV_3"	"ASV_216"	-0.149773170072909	3
"ASV_14"	"ASV_216"	-0.153454555061058	3
"ASV_25"	"ASV_216"	-0.203916434143103	3
"ASV_107"	"ASV_216"	0.22025	1
"ASV_148"	"ASV_216"	0.189714430855008	1
"ASV_170"	"ASV_216"	0.402746260166168	1
"ASV_18"	"ASV_218"	0.354259017802596	1
"ASV_60"	"ASV_218"	0.339950414811227	1
"ASV_201"	"ASV_218"	0.596843954890652	1
"ASV_25"	"ASV_221"	0.510850238877773	1
"ASV_164"	"ASV_222"	0.77429142390895	1
"ASV_165"	"ASV_223"	0.547391474246979	1
"ASV_212"	"ASV_223"	0.668800687801061	1
"ASV_75"	"ASV_237"	0.785164937640089	1
"ASV_34"	"ASV_245"	-0.245679535957018	3
"ASV_82"	"ASV_245"	0.220074280479403	1
"ASV_148"	"ASV_245"	0.216621174096145	1
"ASV_29"	"ASV_248"	-0.385728153791018	3
"ASV_38"	"ASV_248"	0.391570836305618	1
"ASV_108"	"ASV_248"	0.508841730150462	1
"ASV_23"	"ASV_251"	0.364091569439484	1
"ASV_29"	"ASV_251"	0.291007191381215	1
"ASV_66"	"ASV_251"	0.455640020170325	1
"ASV_80"	"ASV_251"	0.38913927438925	1
"ASV_82"	"ASV_251"	0.320324871247236	1
"ASV_116"	"ASV_251"	0.372476724416643	1
"ASV_124"	"ASV_251"	0.222613966076707	1
"ASV_139"	"ASV_251"	0.305364887354323	1
"ASV_148"	"ASV_251"	0.286231923714276	1
"ASV_152"	"ASV_251"	0.791849074144303	1
"ASV_157"	"ASV_251"	0.358839279680479	1
"ASV_53"	"ASV_253"	0.436848951091671	1
"ASV_53"	"ASV_256"	0.534006953239441	1
"ASV_41"	"ASV_258"	-0.294191268312316	3
"ASV_54"	"ASV_258"	0.26859894025948	1
"ASV_59"	"ASV_258"	-0.332664728164673	3
"ASV_66"	"ASV_258"	0.349347392557221	1
"ASV_82"	"ASV_258"	0.223058308261163	1
"ASV_148"	"ASV_258"	0.379311495754696	1
"ASV_186"	"ASV_258"	0.405600102798474	1
"ASV_245"	"ASV_258"	0.334415705440856	1
"ASV_1"	"ASV_259"	-0.331212660411729	3
"ASV_144"	"ASV_259"	0.494580266157544	1
"ASV_251"	"ASV_259"	0.473240332695373	1
"ASV_25"	"ASV_260"	-0.171202902485916	3
"ASV_29"	"ASV_260"	0.222549945062275	1
"ASV_54"	"ASV_260"	0.266717349772655	1
"ASV_64"	"ASV_260"	-0.239838495760477	3
"ASV_82"	"ASV_260"	0.183160127208843	1
"ASV_139"	"ASV_260"	0.204688859170597	1
"ASV_148"	"ASV_260"	0.315010527697442	1
"ASV_157"	"ASV_260"	0.197377279110743	1
"ASV_218"	"ASV_260"	-0.307507332290962	3
"ASV_228"	"ASV_260"	-0.268414335198469	3
"ASV_238"	"ASV_260"	0.651105624004535	1
"ASV_251"	"ASV_260"	0.252370276520738	1
"ASV_32"	"ASV_262"	-0.473265659962693	3
"ASV_116"	"ASV_262"	0.365494142368871	1
"ASV_187"	"ASV_262"	0.699925580448036	1
"ASV_245"	"ASV_262"	0.372851659687563	1
"ASV_14"	"ASV_264"	0.502251028470639	1
"ASV_45"	"ASV_270"	0.46548241437104	1
"ASV_60"	"ASV_271"	0.865098287120885	1
"ASV_23"	"ASV_272"	0.65227997303009	1
"ASV_223"	"ASV_272"	0.600883805532866	1
"ASV_5"	"ASV_274"	-0.273145306457166	3
"ASV_8"	"ASV_274"	0.437632000845012	1
"ASV_29"	"ASV_274"	0.273739199338922	1
"ASV_148"	"ASV_274"	0.278043736608126	1
"ASV_153"	"ASV_274"	0.710612324096608	1
"ASV_216"	"ASV_274"	0.336727286561368	1
"ASV_118"	"ASV_276"	0.804048564851509	1
"ASV_8"	"ASV_277"	0.279440602247781	1
"ASV_148"	"ASV_277"	0.31704995408845	1
"ASV_11"	"ASV_282"	0.37557527422905	1
"ASV_72"	"ASV_282"	0.459745705127716	1
"ASV_81"	"ASV_282"	0.393735736608505	1
"ASV_27"	"ASV_283"	0.487276443719292	1
"ASV_108"	"ASV_285"	0.726203440669588	1
"ASV_60"	"ASV_287"	0.754947775510006	1
"ASV_29"	"ASV_295"	0.338110268115997	1
"ASV_144"	"ASV_295"	0.480035275220871	1
"ASV_8"	"ASV_296"	0.19819080678343	1
"ASV_42"	"ASV_296"	0.262660416645611	1
"ASV_96"	"ASV_296"	0.312359725035421	1
"ASV_139"	"ASV_296"	0.22877643126255	1
"ASV_164"	"ASV_296"	0.520585101158328	1
"ASV_251"	"ASV_296"	0.342233562434694	1
"ASV_2"	"ASV_297"	-0.780404864612454	3
"ASV_262"	"ASV_297"	0.507518589496613	1
"ASV_29"	"ASV_299"	0.382801000043983	1
"ASV_148"	"ASV_299"	0.355569116880205	1
"ASV_26"	"ASV_306"	-0.262318089190686	3
"ASV_80"	"ASV_306"	0.309340527424725	1
"ASV_82"	"ASV_306"	0.216854840274644	1
"ASV_148"	"ASV_306"	0.304359562950975	1
"ASV_245"	"ASV_306"	0.46610217131302	1
"ASV_251"	"ASV_306"	0.272855160322513	1
"ASV_23"	"ASV_307"	0.517937595660391	1
"ASV_148"	"ASV_307"	0.430087566375732	1
"ASV_216"	"ASV_307"	0.540465460160693	1
"ASV_43"	"ASV_311"	0.370415300130844	1
"ASV_143"	"ASV_311"	0.460840072785375	1
"ASV_8"	"ASV_315"	0.326033917445424	1
"ASV_43"	"ASV_315"	-0.251924474618002	3
"ASV_54"	"ASV_315"	0.33885894390038	1
"ASV_82"	"ASV_315"	0.203491331008345	1
"ASV_148"	"ASV_315"	0.224776619886635	1
"ASV_164"	"ASV_315"	0.619332175440132	1
"ASV_251"	"ASV_315"	0.299913193100225	1
"ASV_277"	"ASV_315"	0.582749142932318	1
"ASV_299"	"ASV_315"	0.635309567749516	1
"ASV_8"	"ASV_321"	0.552676075998457	1
"ASV_38"	"ASV_326"	0.58847	1
"ASV_221"	"ASV_326"	0.670725056694734	1
"ASV_278"	"ASV_326"	0.601198256015778	1
"ASV_8"	"ASV_329"	0.443744689226151	1
"ASV_9"	"ASV_329"	-0.523070931434631	3
"ASV_9"	"ASV_330"	0.625317452252244	1
"ASV_148"	"ASV_336"	0.637533102772815	1
"ASV_8"	"ASV_337"	0.486026319742704	1
"ASV_107"	"ASV_337"	0.453687890966307	1
"ASV_258"	"ASV_337"	0.474019557237625	1
"ASV_78"	"ASV_343"	0.654822971911783	1
"ASV_193"	"ASV_343"	0.396031132126846	1
"ASV_3"	"ASV_346"	-0.520853459835052	3
"ASV_262"	"ASV_346"	0.765686796302443	1
"ASV_9"	"ASV_347"	0.38121141550814	1
"ASV_37"	"ASV_347"	0.241786503373694	1
"ASV_43"	"ASV_347"	0.234070893832726	1
"ASV_120"	"ASV_347"	0.490667551755905	1
"ASV_18"	"ASV_352"	0.710664461403636	1
"ASV_257"	"ASV_354"	0.696186885417371	1
"ASV_22"	"ASV_357"	-0.283007053251032	3
"ASV_23"	"ASV_357"	0.433114232514128	1
"ASV_54"	"ASV_357"	0.38722204236225	1
"ASV_82"	"ASV_357"	0.4391680886186	1
"ASV_139"	"ASV_357"	0.437857454223172	1
"ASV_164"	"ASV_357"	0.511295379899288	1
"ASV_201"	"ASV_357"	-0.517787098884583	3
"ASV_251"	"ASV_357"	0.327882975065479	1
"ASV_82"	"ASV_361"	0.691651843662522	1
"ASV_8"	"ASV_366"	0.529365638674171	1
"ASV_116"	"ASV_366"	0.475579378403801	1
"ASV_274"	"ASV_366"	0.474467590820975	1
"ASV_2"	"ASV_367"	-0.522864044557398	3
"ASV_14"	"ASV_369"	0.288620054721832	1
"ASV_8"	"ASV_372"	0.674861426090385	1
"ASV_75"	"ASV_375"	0.683081503834316	1
"ASV_37"	"ASV_376"	0.263231133813451	1
"ASV_311"	"ASV_376"	0.533222365730198	1
"ASV_347"	"ASV_376"	0.329087071117811	1
"ASV_148"	"ASV_379"	0.273447573184967	1
"ASV_274"	"ASV_379"	0.567110457437589	1
"ASV_8"	"ASV_381"	0.282581108358183	1
"ASV_23"	"ASV_381"	0.239153188232698	1
"ASV_25"	"ASV_381"	-0.213858442450744	3
"ASV_82"	"ASV_381"	0.221283388950273	1
"ASV_96"	"ASV_381"	0.299865741348889	1
"ASV_124"	"ASV_381"	0.23036214909806	1
"ASV_148"	"ASV_381"	0.202033236326178	1
"ASV_165"	"ASV_381"	0.487569987773895	1
"ASV_192"	"ASV_381"	0.581173399159274	1
"ASV_299"	"ASV_381"	0.364641827132723	1
"ASV_315"	"ASV_381"	0.334962982781389	1
"ASV_326"	"ASV_381"	-0.569753311259705	3
"ASV_1"	"ASV_388"	-0.288571283782967	3
"ASV_5"	"ASV_388"	-0.366562416103702	3
"ASV_23"	"ASV_388"	0.504068038196591	1
"ASV_75"	"ASV_388"	0.49925926145933	1
"ASV_82"	"ASV_392"	0.253398246251672	1
"ASV_148"	"ASV_392"	0.537298564604507	1
"ASV_260"	"ASV_392"	0.285036473753701	1
"ASV_388"	"ASV_392"	0.646365916407002	1
"ASV_8"	"ASV_396"	0.508617758750916	1
"ASV_8"	"ASV_399"	0.512028637714733	1
"ASV_182"	"ASV_409"	0.934038074035301	1
"ASV_78"	"ASV_417"	0.547231316566467	1
"ASV_16"	"ASV_421"	0.362941575942713	1
"ASV_37"	"ASV_421"	0.667946583862393	1
"ASV_45"	"ASV_421"	0.452280846432473	1
"ASV_59"	"ASV_421"	0.665003085429083	1
"ASV_381"	"ASV_421"	-0.5196812748909	3
"ASV_22"	"ASV_422"	0.413336581150042	1
"ASV_37"	"ASV_422"	0.369520470593519	1
"ASV_108"	"ASV_422"	0.44460340259627	1
"ASV_181"	"ASV_422"	0.615446098019238	1
"ASV_18"	"ASV_426"	-0.488590458582846	3
"ASV_216"	"ASV_426"	0.582109987735748	1
"ASV_405"	"ASV_426"	0.734235218394379	1
"ASV_23"	"ASV_430"	0.418653794585986	1
"ASV_148"	"ASV_430"	0.325397850746798	1
"ASV_1"	"ASV_433"	-0.511204600334167	3
"ASV_29"	"ASV_433"	0.631037056446075	1
"ASV_195"	"ASV_434"	0.493472009897232	1
"ASV_215"	"ASV_434"	0.652382005617199	1
"ASV_1"	"ASV_438"	-0.54913274266336	3
"ASV_1"	"ASV_442"	0.541078774235701	1
"ASV_3"	"ASV_445"	-0.495353141285559	3
"ASV_5"	"ASV_445"	-0.333268880844116	3
"ASV_8"	"ASV_450"	0.274073260101959	1
"ASV_29"	"ASV_450"	0.258418934427311	1
"ASV_148"	"ASV_450"	0.379591931705146	1
"ASV_222"	"ASV_450"	0.638176620006561	1
"ASV_251"	"ASV_450"	0.368344481892459	1
"ASV_259"	"ASV_450"	0.526860535144806	1
"ASV_315"	"ASV_450"	0.399578204127713	1
"ASV_134"	"ASV_460"	0.362449445614364	1
"ASV_193"	"ASV_460"	0.511685590976712	1
"ASV_215"	"ASV_460"	0.387572069969157	1
"ASV_296"	"ASV_463"	0.738094824068502	1
"ASV_56"	"ASV_469"	0.626775288040397	1
"ASV_94"	"ASV_469"	0.625679540568486	1
"ASV_257"	"ASV_469"	0.671871662139893	1
"ASV_82"	"ASV_473"	0.792599141989272	1
"ASV_56"	"ASV_479"	0.723016337435711	1
"ASV_2"	"ASV_486"	0.330749619124555	1
"ASV_37"	"ASV_486"	0.265969575719135	1
"ASV_97"	"ASV_486"	0.342979809325456	1
"ASV_376"	"ASV_486"	0.474853173525052	1
"ASV_193"	"ASV_492"	0.41306027386427	1
"ASV_195"	"ASV_492"	0.343761124525977	1
"ASV_215"	"ASV_492"	0.457660908389132	1
"ASV_460"	"ASV_492"	0.567509641605515	1
"ASV_29"	"ASV_494"	0.455171346664429	1
"ASV_82"	"ASV_494"	0.532352387905121	1
"ASV_82"	"ASV_495"	0.654085159301758	1
"ASV_139"	"ASV_495"	0.689470153146529	1
"ASV_51"	"ASV_498"	0.830624023524005	1
"ASV_134"	"ASV_500"	0.379328648169306	1
"ASV_193"	"ASV_500"	0.5590540766716	1
"ASV_492"	"ASV_500"	0.633484661579132	1
"ASV_29"	"ASV_504"	0.322876047835283	1
"ASV_41"	"ASV_504"	-0.30131013573157	3
"ASV_66"	"ASV_504"	0.355872824972646	1
"ASV_82"	"ASV_504"	0.358841628499199	1
"ASV_148"	"ASV_504"	0.293688564194235	1
"ASV_221"	"ASV_509"	0.640103890927526	1
"ASV_139"	"ASV_520"	0.687266251965569	1
"ASV_139"	"ASV_539"	0.676264992318346	1
"ASV_11"	"ASV_540"	0.60764878988266	1
"ASV_311"	"ASV_540"	0.54745215177536	1
"ASV_376"	"ASV_540"	0.557414531707764	1
"ASV_14"	"ASV_544"	-0.322032322796759	3
"ASV_23"	"ASV_544"	0.377778042333052	1
"ASV_82"	"ASV_544"	0.284101996656455	1
"ASV_163"	"ASV_544"	0.467957005951892	1
"ASV_260"	"ASV_547"	0.658523413530215	1
"ASV_215"	"ASV_549"	0.696521168808618	1
"ASV_216"	"ASV_550"	0.692348003387451	1
"ASV_6"	"ASV_554"	-0.284901403576789	3
"ASV_26"	"ASV_554"	-0.251727635298824	3
"ASV_29"	"ASV_554"	0.286409610748827	1
"ASV_148"	"ASV_554"	0.307396883136381	1
"ASV_251"	"ASV_554"	0.276683736034597	1
"ASV_339"	"ASV_554"	0.656039717301665	1
"ASV_357"	"ASV_554"	0.50080874067843	1
"ASV_31"	"ASV_555"	0.516473975023509	1
"ASV_97"	"ASV_556"	0.50668413491397	1
"ASV_114"	"ASV_556"	0.681083790906044	1
"ASV_19"	"ASV_561"	-0.319732978498885	3
"ASV_82"	"ASV_561"	0.612893154772784	1
"ASV_124"	"ASV_561"	0.393484389706083	1
"ASV_251"	"ASV_561"	0.494323127399844	1
"ASV_274"	"ASV_561"	0.500988562753493	1
"ASV_315"	"ASV_561"	0.505170792262842	1
"ASV_82"	"ASV_562"	0.498476624488831	1
"ASV_8"	"ASV_568"	0.266349104111473	1
"ASV_29"	"ASV_568"	0.287075088029944	1
"ASV_144"	"ASV_568"	0.449833263978117	1
"ASV_148"	"ASV_572"	0.692628640571879	1
"ASV_10"	"ASV_578"	-0.678141390108683	3
"ASV_60"	"ASV_580"	0.956759076144306	1
"ASV_75"	"ASV_584"	0.537726078998968	1
"ASV_262"	"ASV_588"	0.502914488315582	1
"ASV_148"	"ASV_592"	0.572879195213318	1
"ASV_486"	"ASV_597"	0.618452549806398	1
"ASV_221"	"ASV_598"	0.685697727179904	1
"ASV_278"	"ASV_598"	0.510822713375092	1
"ASV_326"	"ASV_598"	0.496492542283944	1
"ASV_148"	"ASV_600"	0.635727714520461	1
"ASV_9"	"ASV_604"	0.63013672091663	1
"ASV_201"	"ASV_604"	0.527234196662903	1
"ASV_41"	"ASV_605"	-0.581982433795929	3
"ASV_326"	"ASV_605"	0.698425810519429	1
"ASV_509"	"ASV_605"	0.628061759992409	1
"ASV_598"	"ASV_605"	0.489775568686015	1
"ASV_54"	"ASV_609"	0.541120446216697	1
"ASV_82"	"ASV_609"	0.567543256262092	1
"ASV_216"	"ASV_609"	0.727793652273973	1
"ASV_25"	"ASV_613"	-0.31907616449656	3
"ASV_29"	"ASV_613"	0.302027397709238	1
"ASV_54"	"ASV_613"	0.407423218011045	1
"ASV_82"	"ASV_613"	0.409405588513352	1
"ASV_89"	"ASV_613"	0.314174656078986	1
"ASV_251"	"ASV_613"	0.409442335732906	1
"ASV_216"	"ASV_617"	0.734947931342936	1
"ASV_5"	"ASV_619"	-0.693383672380849	3
"ASV_5"	"ASV_633"	-0.613471837752323	3
"ASV_17"	"ASV_639"	0.638977822667242	1
"ASV_8"	"ASV_642"	0.704766953944442	1
"ASV_139"	"ASV_654"	0.687040247554652	1
"ASV_8"	"ASV_661"	0.793055995135684	1
"ASV_42"	"ASV_661"	0.60247	1
"ASV_37"	"ASV_662"	0.456735908985138	1
"ASV_89"	"ASV_662"	0.410557217963866	1
"ASV_347"	"ASV_662"	0.456696927547455	1
"ASV_1"	"ASV_673"	-0.331407893691263	3
"ASV_19"	"ASV_673"	-0.539963775710723	3
"ASV_116"	"ASV_673"	0.583256959915161	1
"ASV_75"	"ASV_681"	0.721995969137998	1
"ASV_139"	"ASV_698"	0.563198641093466	1
"ASV_162"	"ASV_698"	0.826561408065759	1
"ASV_215"	"ASV_698"	0.680278539657593	1
"ASV_221"	"ASV_701"	0.737603088910351	1
"ASV_381"	"ASV_701"	-0.540634294449681	3
"ASV_509"	"ASV_701"	0.584718434702305	1
"ASV_598"	"ASV_701"	0.524711921687145	1
"ASV_605"	"ASV_701"	0.629313790272596	1
"ASV_326"	"ASV_706"	0.528176274355326	1
"ASV_701"	"ASV_706"	0.675543252134765	1
"ASV_1"	"ASV_709"	-0.541932288874577	3
"ASV_251"	"ASV_709"	0.520021319389343	1
"ASV_340"	"ASV_710"	0.791078019408071	1
"ASV_29"	"ASV_721"	0.241663786876198	1
"ASV_40"	"ASV_721"	-0.347254540169618	3
"ASV_148"	"ASV_721"	0.232658179992429	1
