sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Part_Time0D_17	Part_Time0D_6	Part_Time4M_64	Part_Time7D_rep1_2	Part_Time7D_rep2_2	Part_Time7D_rep3_2	Part_Time7D_rep4_2	replicate.partition	partition	ExpCompact	exp.replicate.partition	exp.partition
BB58.4	NA	NA	NA	Rep4	NA	BB58	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
BB60.1	NA	NA	NA	Rep1	NA	BB60	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB60.2	NA	NA	NA	Rep2	NA	BB60	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB60.3	NA	NA	NA	Rep3	NA	BB60	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB60.4	NA	NA	NA	Rep4	NA	BB60	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
BB61.1	NA	NA	NA	Rep1	NA	BB61	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
BB61.2	NA	NA	NA	Rep2	NA	BB61	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
BB61.3	NA	NA	NA	Rep3	NA	BB61	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
BB61.4	NA	NA	NA	Rep4	NA	BB61	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB63.1	NA	NA	NA	Rep1	NA	BB63	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB63.2	NA	NA	NA	Rep2	NA	BB63	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB63.3	NA	NA	NA	Rep3	NA	BB63	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
BB63.4	NA	NA	NA	Rep4	NA	BB63	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB66.1	NA	NA	NA	Rep1	NA	BB66	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB66.2	NA	NA	NA	Rep2	NA	BB66	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BB66.3	NA	NA	NA	Rep3	NA	BB66	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BB66.4	NA	NA	NA	Rep4	NA	BB66	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BB88.1	NA	NA	NA	Rep1	NA	BB88	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BB88.2	NA	NA	NA	Rep2	NA	BB88	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
BB88.3	NA	NA	NA	Rep3	NA	BB88	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
BB88.4	NA	NA	NA	Rep4	NA	BB88	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
BB96.1	NA	NA	NA	Rep1	NA	BB96	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
BB96.2	NA	NA	NA	Rep2	NA	BB96	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
BB96.3	NA	NA	NA	Rep3	NA	BB96	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
BB96.4	NA	NA	NA	Rep4	NA	BB96	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
BWd01.1	NA	NA	NA	Rep1	NA	BWd01	BeechWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BWd01.2	NA	NA	NA	Rep2	NA	BWd01	BeechWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BWd01.3	NA	NA	NA	Rep3	NA	BWd01	BeechWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BWd01.4	NA	NA	NA	Rep4	NA	BWd01	BeechWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BWd02.1	NA	NA	NA	Rep1	NA	BWd02	BeechWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BWd02.2	NA	NA	NA	Rep2	NA	BWd02	BeechWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
BWd02.3	NA	NA	NA	Rep3	NA	BWd02	BeechWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BWd02.4	NA	NA	NA	Rep4	NA	BWd02	BeechWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BWd03.1	NA	NA	NA	Rep1	NA	BWd03	BeechWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BWd03.2	NA	NA	NA	Rep2	NA	BWd03	BeechWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BWd03.3	NA	NA	NA	Rep3	NA	BWd03	BeechWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BWd03.4	NA	NA	NA	Rep4	NA	BWd03	BeechWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BWd04.1	NA	NA	NA	Rep1	NA	BWd04	BeechWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BWd04.2	NA	NA	NA	Rep2	NA	BWd04	BeechWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BWd04.3	NA	NA	NA	Rep3	NA	BWd04	BeechWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BWd04.4	NA	NA	NA	Rep4	NA	BWd04	BeechWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BWd05.1	NA	NA	NA	Rep1	NA	BWd05	BeechWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BWd05.2	NA	NA	NA	Rep2	NA	BWd05	BeechWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BWd05.3	NA	NA	NA	Rep3	NA	BWd05	BeechWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BWd05.4	NA	NA	NA	Rep4	NA	BWd05	BeechWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BWd06.1	NA	NA	NA	Rep1	NA	BWd06	BeechWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BWd06.2	NA	NA	NA	Rep2	NA	BWd06	BeechWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BWd06.3	NA	NA	NA	Rep3	NA	BWd06	BeechWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BWd06.4	NA	NA	NA	Rep4	NA	BWd06	BeechWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BWd07.1	NA	NA	NA	Rep1	NA	BWd07	BeechWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BWd07.2	NA	NA	NA	Rep2	NA	BWd07	BeechWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BWd07.3	NA	NA	NA	Rep3	NA	BWd07	BeechWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BWd07.4	NA	NA	NA	Rep4	NA	BWd07	BeechWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
BWd08.1	NA	NA	NA	Rep1	NA	BWd08	BeechWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
BWd08.2	NA	NA	NA	Rep2	NA	BWd08	BeechWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
BWd08.3	NA	NA	NA	Rep3	NA	BWd08	BeechWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
BWd08.4	NA	NA	NA	Rep4	NA	BWd08	BeechWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
CHE01.1	NA	NA	NA	Rep1	NA	CHE01	KnightshayesCourt	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
CHE01.2	NA	NA	NA	Rep2	NA	CHE01	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
CHE01.3	NA	NA	NA	Rep3	NA	CHE01	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
CHE01.4	NA	NA	NA	Rep4	NA	CHE01	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
CHE02.1	NA	NA	NA	Rep1	NA	CHE02	KnightshayesCourt	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
CHE02.2	NA	NA	NA	Rep2	NA	CHE02	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
CHE02.3	NA	NA	NA	Rep3	NA	CHE02	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
CHE02.4	NA	NA	NA	Rep4	NA	CHE02	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
CHE03.1	NA	NA	NA	Rep1	NA	CHE03	KnightshayesCourt	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
CHE03.2	NA	NA	NA	Rep2	NA	CHE03	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
CHE03.3	NA	NA	NA	Rep3	NA	CHE03	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
CHE03.4	NA	NA	NA	Rep4	NA	CHE03	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
CHE04.1	NA	NA	NA	Rep1	NA	CHE04	KnightshayesCourt	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
CHE04.2	NA	NA	NA	Rep2	NA	CHE04	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
CHE04.3	NA	NA	NA	Rep3	NA	CHE04	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
CHE04.4	NA	NA	NA	Rep4	NA	CHE04	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
CHE05.1	NA	NA	NA	Rep1	NA	CHE05	KnightshayesCourt	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
CHE05.2	NA	NA	NA	Rep2	NA	CHE05	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
CHE05.3	NA	NA	NA	Rep3	NA	CHE05	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
CHE05.4	NA	NA	NA	Rep4	NA	CHE05	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
CHE06.1	NA	NA	NA	Rep1	NA	CHE06	KnightshayesCourt	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
CHE06.2	NA	NA	NA	Rep2	NA	CHE06	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
CHE06.3	NA	NA	NA	Rep3	NA	CHE06	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
CHE06.4	NA	NA	NA	Rep4	NA	CHE06	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
CHE07.1	NA	NA	NA	Rep1	NA	CHE07	KnightshayesCourt	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
CHE07.2	NA	NA	NA	Rep2	NA	CHE07	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
CHE07.3	NA	NA	NA	Rep3	NA	CHE07	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
CHE07.4	NA	NA	NA	Rep4	NA	CHE07	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
CHE08.1	NA	NA	NA	Rep1	NA	CHE08	KnightshayesCourt	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
CHE08.2	NA	NA	NA	Rep2	NA	CHE08	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
CHE08.3	NA	NA	NA	Rep3	NA	CHE08	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
CHE08.4	NA	NA	NA	Rep4	NA	CHE08	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
CHE09.1	NA	NA	NA	Rep1	NA	CHE09	KnightshayesCourt	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
CHE09.2	NA	NA	NA	Rep2	NA	CHE09	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
CHE09.3	NA	NA	NA	Rep3	NA	CHE09	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
CHE09.4	NA	NA	NA	Rep4	NA	CHE09	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
CHE10.1	NA	NA	NA	Rep1	NA	CHE10	KnightshayesCourt	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
CHE10.2	NA	NA	NA	Rep2	NA	CHE10	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
CHE10.3	NA	NA	NA	Rep3	NA	CHE10	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
CHE10.4	NA	NA	NA	Rep4	NA	CHE10	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
CHE11.1	NA	NA	NA	Rep1	NA	CHE11	KnightshayesCourt	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
CHE11.2	NA	NA	NA	Rep2	NA	CHE11	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
CHE11.3	NA	NA	NA	Rep3	NA	CHE11	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
CHE11.4	NA	NA	NA	Rep4	NA	CHE11	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
CHE12.1	NA	NA	NA	Rep1	NA	CHE12	KnightshayesCourt	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
CHE12.2	NA	NA	NA	Rep2	NA	CHE12	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
CHE12.3	NA	NA	NA	Rep3	NA	CHE12	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
CHE12.4	NA	NA	NA	Rep4	NA	CHE12	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	Final	Final.Rep4.Class2	Final.Class2
CHE13.1	NA	NA	NA	Rep1	NA	CHE13	KnightshayesCourt	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	Final	Final.Rep1.Class2	Final.Class2
CHE13.2	NA	NA	NA	Rep2	NA	CHE13	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	Final	Final.Rep2.Class2	Final.Class2
CHE13.3	NA	NA	NA	Rep3	NA	CHE13	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	Final	Final.Rep3.Class2	Final.Class2
CHE13.4	NA	NA	NA	Rep4	NA	CHE13	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
CHE14.1	NA	NA	NA	Rep1	NA	CHE14	KnightshayesCourt	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
CHE14.2	NA	NA	NA	Rep2	NA	CHE14	KnightshayesCourt	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
CHE14.3	NA	NA	NA	Rep3	NA	CHE14	KnightshayesCourt	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
CHE14.4	NA	NA	NA	Rep4	NA	CHE14	KnightshayesCourt	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
LW01.1	NA	NA	NA	Rep1	NA	LW01	LongWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
LW01.2	NA	NA	NA	Rep2	NA	LW01	LongWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
LW01.3	NA	NA	NA	Rep3	NA	LW01	LongWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
LW01.4	NA	NA	NA	Rep4	NA	LW01	LongWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
LW02.1	NA	NA	NA	Rep1	NA	LW02	LongWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
LW02.2	NA	NA	NA	Rep2	NA	LW02	LongWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
LW02.3	NA	NA	NA	Rep3	NA	LW02	LongWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
LW02.4	NA	NA	NA	Rep4	NA	LW02	LongWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
LW03.1	NA	NA	NA	Rep1	NA	LW03	LongWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
LW03.2	NA	NA	NA	Rep2	NA	LW03	LongWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
LW03.3	NA	NA	NA	Rep3	NA	LW03	LongWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
LW03.4	NA	NA	NA	Rep4	NA	LW03	LongWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
LW04.1	NA	NA	NA	Rep1	NA	LW04	LongWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
LW04.2	NA	NA	NA	Rep2	NA	LW04	LongWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
LW04.3	NA	NA	NA	Rep3	NA	LW04	LongWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
LW04.4	NA	NA	NA	Rep4	NA	LW04	LongWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
LW05.1	NA	NA	NA	Rep1	NA	LW05	LongWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
LW05.2	NA	NA	NA	Rep2	NA	LW05	LongWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
LW05.3	NA	NA	NA	Rep3	NA	LW05	LongWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
LW05.4	NA	NA	NA	Rep4	NA	LW05	LongWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
LW06.1	NA	NA	NA	Rep1	NA	LW06	LongWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
LW06.2	NA	NA	NA	Rep2	NA	LW06	LongWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
LW06.3	NA	NA	NA	Rep3	NA	LW06	LongWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
LW06.4	NA	NA	NA	Rep4	NA	LW06	LongWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
LW07.1	NA	NA	NA	Rep1	NA	LW07	LongWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	Final	Final.Rep1.Class1	Final.Class1
LW07.2	NA	NA	NA	Rep2	NA	LW07	LongWood	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	Final	Final.Rep2.Class1	Final.Class1
LW07.3	NA	NA	NA	Rep3	NA	LW07	LongWood	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	Final	Final.Rep3.Class1	Final.Class1
LW07.4	NA	NA	NA	Rep4	NA	LW07	LongWood	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	Final	Final.Rep4.Class1	Final.Class1
