"#ASV_A"	"ASV_B"	"Interaction"	"Type"
NA	"ASV_110"	NA	1
NA	"ASV_110"	NA	1
NA	"ASV_110"	NA	1
NA	"ASV_112"	NA	1
NA	"ASV_112"	NA	1
NA	"ASV_112"	NA	1
NA	"ASV_112"	NA	2
NA	"ASV_112"	NA	1
NA	"ASV_112"	NA	1
NA	"ASV_112"	NA	1
NA	"ASV_112"	NA	1
NA	"ASV_112"	NA	2
NA	"ASV_112"	NA	1
NA	"ASV_112"	NA	1
NA	"ASV_113"	NA	1
NA	"ASV_113"	NA	1
NA	"ASV_113"	NA	2
NA	"ASV_114"	NA	1
NA	"ASV_114"	NA	1
NA	"ASV_114"	NA	1
"ASV_114"	"ASV_556"	1	1
NA	"ASV_114"	NA	1
"ASV_115"	"ASV_143"	2	1
NA	"ASV_115"	NA	1
NA	"ASV_115"	NA	1
NA	"ASV_115"	NA	1
NA	"ASV_115"	NA	1
NA	"ASV_115"	NA	2
NA	"ASV_115"	NA	2
NA	"ASV_115"	NA	1
NA	"ASV_115"	NA	2
NA	"ASV_115"	NA	1
"ASV_116"	"ASV_121"	2	1
"ASV_116"	"ASV_139"	1	1
"ASV_116"	"ASV_163"	1	1
NA	"ASV_116"	NA	1
NA	"ASV_116"	NA	1
"ASV_116"	"ASV_251"	1	1
"ASV_116"	"ASV_262"	1	1
NA	"ASV_116"	NA	2
NA	"ASV_116"	NA	1
"ASV_116"	"ASV_366"	1	1
"ASV_116"	"ASV_673"	1	1
NA	"ASV_117"	NA	1
NA	"ASV_117"	NA	1
"ASV_117"	"ASV_139"	1	1
NA	"ASV_117"	NA	1
NA	"ASV_117"	NA	1
NA	"ASV_117"	NA	1
NA	"ASV_117"	NA	1
NA	"ASV_117"	NA	1
NA	"ASV_117"	NA	1
"ASV_118"	"ASV_162"	1	1
"ASV_118"	"ASV_276"	1	1
NA	"ASV_120"	NA	2
NA	"ASV_120"	NA	1
NA	"ASV_120"	NA	1
NA	"ASV_120"	NA	1
NA	"ASV_120"	NA	1
NA	"ASV_120"	NA	1
NA	"ASV_120"	NA	1
"ASV_120"	"ASV_347"	1	1
NA	"ASV_121"	NA	1
NA	"ASV_121"	NA	1
NA	"ASV_121"	NA	1
NA	"ASV_121"	NA	1
NA	"ASV_121"	NA	1
NA	"ASV_121"	NA	1
NA	"ASV_122"	NA	1
NA	"ASV_122"	NA	1
NA	"ASV_122"	NA	1
NA	"ASV_122"	NA	2
NA	"ASV_122"	NA	1
NA	"ASV_122"	NA	1
NA	"ASV_122"	NA	1
NA	"ASV_122"	NA	1
NA	"ASV_123"	NA	1
NA	"ASV_123"	NA	1
NA	"ASV_123"	NA	1
NA	"ASV_123"	NA	1
NA	"ASV_123"	NA	1
NA	"ASV_123"	NA	1
"ASV_124"	"ASV_139"	1	1
"ASV_124"	"ASV_148"	1	1
NA	"ASV_124"	NA	1
"ASV_124"	"ASV_251"	1	1
NA	"ASV_124"	NA	1
NA	"ASV_124"	NA	1
"ASV_124"	"ASV_381"	1	1
NA	"ASV_124"	NA	1
NA	"ASV_124"	NA	1
NA	"ASV_124"	NA	1
"ASV_124"	"ASV_561"	1	1
NA	"ASV_124"	NA	1
NA	"ASV_124"	NA	1
"ASV_124"	"ASV_793"	1	1
NA	"ASV_124"	NA	1
NA	"ASV_124"	NA	1
"ASV_124"	"ASV_950"	1	1
NA	"ASV_125"	NA	1
NA	"ASV_125"	NA	1
NA	"ASV_125"	NA	1
"ASV_126"	"ASV_148"	1	1
"ASV_126"	"ASV_195"	1	1
"ASV_126"	"ASV_199"	1	1
"ASV_128"	"ASV_148"	1	1
"ASV_128"	"ASV_166"	1	1
"ASV_128"	"ASV_169"	1	1
"ASV_128"	"ASV_170"	1	1
NA	"ASV_129"	NA	1
NA	"ASV_129"	NA	1
NA	"ASV_129"	NA	1
NA	"ASV_13"	NA	1
NA	"ASV_13"	NA	2
"ASV_13"	"ASV_33"	1	1
NA	"ASV_13"	NA	2
NA	"ASV_13"	NA	1
"ASV_13"	"ASV_62"	2	1
NA	"ASV_13"	NA	2
NA	"ASV_130"	NA	1
NA	"ASV_130"	NA	1
NA	"ASV_130"	NA	1
NA	"ASV_130"	NA	1
NA	"ASV_131"	NA	1
NA	"ASV_131"	NA	1
NA	"ASV_131"	NA	1
NA	"ASV_131"	NA	1
NA	"ASV_131"	NA	1
NA	"ASV_131"	NA	1
NA	"ASV_132"	NA	1
"ASV_134"	"ASV_149"	2	1
"ASV_134"	"ASV_193"	1	1
"ASV_134"	"ASV_195"	1	1
"ASV_134"	"ASV_215"	1	1
"ASV_134"	"ASV_460"	1	1
"ASV_134"	"ASV_500"	1	1
NA	"ASV_135"	NA	1
NA	"ASV_135"	NA	1
NA	"ASV_135"	NA	1
NA	"ASV_135"	NA	1
NA	"ASV_135"	NA	1
NA	"ASV_135"	NA	1
NA	"ASV_136"	NA	1
NA	"ASV_136"	NA	1
NA	"ASV_136"	NA	1
NA	"ASV_136"	NA	1
NA	"ASV_137"	NA	1
NA	"ASV_137"	NA	1
NA	"ASV_137"	NA	1
NA	"ASV_138"	NA	1
NA	"ASV_138"	NA	2
"ASV_139"	"ASV_1052"	1	1
NA	"ASV_139"	NA	1
"ASV_139"	"ASV_144"	1	1
"ASV_139"	"ASV_148"	1	1
"ASV_139"	"ASV_186"	1	1
NA	"ASV_139"	NA	1
NA	"ASV_139"	NA	2
"ASV_139"	"ASV_251"	1	1
NA	"ASV_139"	NA	1
"ASV_139"	"ASV_260"	1	1
"ASV_139"	"ASV_296"	1	1
NA	"ASV_139"	NA	1
"ASV_139"	"ASV_357"	1	1
NA	"ASV_139"	NA	1
NA	"ASV_139"	NA	1
NA	"ASV_139"	NA	1
"ASV_139"	"ASV_495"	1	1
"ASV_139"	"ASV_520"	1	1
"ASV_139"	"ASV_539"	1	1
"ASV_139"	"ASV_654"	1	1
"ASV_139"	"ASV_698"	1	1
"ASV_139"	"ASV_751"	2	1
NA	"ASV_14"	NA	1
NA	"ASV_14"	NA	1
NA	"ASV_14"	NA	2
NA	"ASV_14"	NA	1
"ASV_14"	"ASV_163"	2	1
NA	"ASV_14"	NA	1
"ASV_14"	"ASV_191"	2	1
"ASV_14"	"ASV_216"	2	1
NA	"ASV_14"	NA	2
NA	"ASV_14"	NA	2
NA	"ASV_14"	NA	1
"ASV_14"	"ASV_26"	1	1
"ASV_14"	"ASV_264"	1	1
NA	"ASV_14"	NA	2
NA	"ASV_14"	NA	1
"ASV_14"	"ASV_369"	1	1
"ASV_14"	"ASV_37"	1	1
NA	"ASV_14"	NA	1
NA	"ASV_14"	NA	1
"ASV_14"	"ASV_544"	2	1
NA	"ASV_14"	NA	1
NA	"ASV_14"	NA	1
NA	"ASV_14"	NA	2
NA	"ASV_14"	NA	1
NA	"ASV_14"	NA	2
NA	"ASV_14"	NA	1
"ASV_14"	"ASV_87"	1	1
NA	"ASV_14"	NA	1
NA	"ASV_140"	NA	1
NA	"ASV_142"	NA	1
NA	"ASV_142"	NA	1
NA	"ASV_142"	NA	1
NA	"ASV_142"	NA	1
NA	"ASV_142"	NA	2
"ASV_143"	"ASV_311"	1	1
NA	"ASV_144"	NA	1
NA	"ASV_144"	NA	1
"ASV_144"	"ASV_259"	1	1
"ASV_144"	"ASV_295"	1	1
NA	"ASV_144"	NA	1
NA	"ASV_144"	NA	1
NA	"ASV_144"	NA	1
"ASV_144"	"ASV_568"	1	1
NA	"ASV_145"	NA	1
NA	"ASV_145"	NA	1
NA	"ASV_145"	NA	1
NA	"ASV_145"	NA	1
NA	"ASV_145"	NA	1
NA	"ASV_145"	NA	1
NA	"ASV_145"	NA	1
NA	"ASV_146"	NA	1
NA	"ASV_146"	NA	1
NA	"ASV_146"	NA	1
NA	"ASV_146"	NA	1
NA	"ASV_147"	NA	1
NA	"ASV_148"	NA	1
"ASV_148"	"ASV_1149"	1	1
"ASV_148"	"ASV_1219"	1	1
"ASV_148"	"ASV_153"	1	1
"ASV_148"	"ASV_157"	1	1
"ASV_148"	"ASV_186"	1	1
NA	"ASV_148"	NA	1
"ASV_148"	"ASV_216"	1	1
NA	"ASV_148"	NA	1
"ASV_148"	"ASV_245"	1	1
"ASV_148"	"ASV_251"	1	1
"ASV_148"	"ASV_258"	1	1
"ASV_148"	"ASV_260"	1	1
"ASV_148"	"ASV_274"	1	1
"ASV_148"	"ASV_277"	1	1
"ASV_148"	"ASV_299"	1	1
"ASV_148"	"ASV_306"	1	1
"ASV_148"	"ASV_307"	1	1
"ASV_148"	"ASV_315"	1	1
"ASV_148"	"ASV_336"	1	1
"ASV_148"	"ASV_379"	1	1
"ASV_148"	"ASV_381"	1	1
"ASV_148"	"ASV_392"	1	1
"ASV_148"	"ASV_430"	1	1
"ASV_148"	"ASV_450"	1	1
"ASV_148"	"ASV_504"	1	1
NA	"ASV_148"	NA	1
"ASV_148"	"ASV_554"	1	1
"ASV_148"	"ASV_572"	1	1
"ASV_148"	"ASV_592"	1	1
"ASV_148"	"ASV_600"	1	1
"ASV_148"	"ASV_721"	1	1
"ASV_148"	"ASV_753"	1	1
"ASV_148"	"ASV_936"	1	1
NA	"ASV_149"	NA	2
NA	"ASV_149"	NA	1
NA	"ASV_15"	NA	2
NA	"ASV_15"	NA	2
NA	"ASV_15"	NA	2
NA	"ASV_15"	NA	1
NA	"ASV_15"	NA	2
NA	"ASV_15"	NA	1
NA	"ASV_15"	NA	1
NA	"ASV_15"	NA	1
NA	"ASV_15"	NA	1
NA	"ASV_15"	NA	1
NA	"ASV_15"	NA	1
NA	"ASV_15"	NA	1
NA	"ASV_15"	NA	1
NA	"ASV_150"	NA	2
NA	"ASV_150"	NA	1
NA	"ASV_150"	NA	2
"ASV_152"	"ASV_251"	1	1
NA	"ASV_153"	NA	1
"ASV_153"	"ASV_274"	1	1
NA	"ASV_153"	NA	1
NA	"ASV_153"	NA	1
NA	"ASV_154"	NA	1
NA	"ASV_155"	NA	1
NA	"ASV_155"	NA	1
NA	"ASV_155"	NA	1
"ASV_157"	"ASV_251"	1	1
"ASV_157"	"ASV_260"	1	1
NA	"ASV_157"	NA	2
NA	"ASV_157"	NA	1
NA	"ASV_157"	NA	1
NA	"ASV_159"	NA	2
NA	"ASV_159"	NA	2
NA	"ASV_159"	NA	2
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	1
"ASV_16"	"ASV_1448"	1	1
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	1
"ASV_16"	"ASV_18"	1	1
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	2
NA	"ASV_16"	NA	2
NA	"ASV_16"	NA	2
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	2
NA	"ASV_16"	NA	2
"ASV_16"	"ASV_34"	1	1
NA	"ASV_16"	NA	2
NA	"ASV_16"	NA	2
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	2
"ASV_16"	"ASV_421"	1	1
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	2
NA	"ASV_16"	NA	2
NA	"ASV_16"	NA	2
NA	"ASV_16"	NA	1
NA	"ASV_16"	NA	1
"ASV_16"	"ASV_95"	2	1
NA	"ASV_160"	NA	1
NA	"ASV_161"	NA	1
"ASV_162"	"ASV_215"	1	1
"ASV_162"	"ASV_698"	1	1
NA	"ASV_163"	NA	1
"ASV_163"	"ASV_544"	1	1
NA	"ASV_164"	NA	1
NA	"ASV_164"	NA	1
"ASV_164"	"ASV_222"	1	1
"ASV_164"	"ASV_296"	1	1
"ASV_164"	"ASV_315"	1	1
"ASV_164"	"ASV_357"	1	1
NA	"ASV_165"	NA	1
"ASV_165"	"ASV_223"	1	1
NA	"ASV_165"	NA	1
NA	"ASV_165"	NA	1
NA	"ASV_165"	NA	1
NA	"ASV_165"	NA	1
"ASV_165"	"ASV_381"	1	1
NA	"ASV_165"	NA	1
NA	"ASV_165"	NA	1
NA	"ASV_165"	NA	1
NA	"ASV_165"	NA	1
NA	"ASV_166"	NA	1
NA	"ASV_168"	NA	1
NA	"ASV_168"	NA	1
NA	"ASV_168"	NA	1
NA	"ASV_168"	NA	1
NA	"ASV_17"	NA	1
NA	"ASV_17"	NA	2
NA	"ASV_17"	NA	1
NA	"ASV_17"	NA	2
NA	"ASV_17"	NA	1
"ASV_17"	"ASV_639"	1	1
NA	"ASV_17"	NA	1
NA	"ASV_17"	NA	1
"ASV_170"	"ASV_216"	1	1
NA	"ASV_173"	NA	1
NA	"ASV_173"	NA	1
NA	"ASV_173"	NA	1
NA	"ASV_173"	NA	1
NA	"ASV_177"	NA	1
NA	"ASV_177"	NA	1
NA	"ASV_177"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
"ASV_18"	"ASV_218"	1	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	2
NA	"ASV_18"	NA	1
"ASV_18"	"ASV_352"	1	1
"ASV_18"	"ASV_41"	1	1
NA	"ASV_18"	NA	1
"ASV_18"	"ASV_426"	2	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	1
NA	"ASV_18"	NA	2
NA	"ASV_18"	NA	2
NA	"ASV_18"	NA	1
NA	"ASV_181"	NA	1
"ASV_181"	"ASV_422"	1	1
"ASV_182"	"ASV_409"	1	1
NA	"ASV_183"	NA	1
NA	"ASV_185"	NA	1
"ASV_186"	"ASV_258"	1	1
NA	"ASV_186"	NA	1
NA	"ASV_187"	NA	1
NA	"ASV_187"	NA	1
"ASV_187"	"ASV_262"	1	1
NA	"ASV_189"	NA	1
NA	"ASV_189"	NA	1
"ASV_19"	"ASV_121"	1	1
NA	"ASV_19"	NA	2
NA	"ASV_19"	NA	2
NA	"ASV_19"	NA	1
NA	"ASV_19"	NA	1
NA	"ASV_19"	NA	2
NA	"ASV_19"	NA	1
NA	"ASV_19"	NA	1
NA	"ASV_19"	NA	1
NA	"ASV_19"	NA	1
"ASV_19"	"ASV_25"	1	1
NA	"ASV_19"	NA	2
NA	"ASV_19"	NA	1
NA	"ASV_19"	NA	2
NA	"ASV_19"	NA	1
NA	"ASV_19"	NA	1
NA	"ASV_19"	NA	2
NA	"ASV_19"	NA	1
NA	"ASV_19"	NA	2
NA	"ASV_19"	NA	2
NA	"ASV_19"	NA	1
"ASV_19"	"ASV_561"	2	1
NA	"ASV_19"	NA	1
NA	"ASV_19"	NA	1
"ASV_19"	"ASV_673"	2	1
NA	"ASV_19"	NA	1
"ASV_19"	"ASV_81"	1	1
"ASV_19"	"ASV_824"	1	1
NA	"ASV_190"	NA	1
NA	"ASV_190"	NA	1
NA	"ASV_190"	NA	2
NA	"ASV_191"	NA	2
NA	"ASV_191"	NA	1
"ASV_192"	"ASV_381"	1	1
"ASV_193"	"ASV_195"	1	1
"ASV_193"	"ASV_215"	1	1
"ASV_193"	"ASV_343"	1	1
"ASV_193"	"ASV_460"	1	1
"ASV_193"	"ASV_492"	1	1
"ASV_193"	"ASV_500"	1	1
"ASV_193"	"ASV_801"	1	1
"ASV_195"	"ASV_434"	1	1
"ASV_195"	"ASV_492"	1	1
NA	"ASV_196"	NA	1
NA	"ASV_198"	NA	1
NA	"ASV_2"	NA	1
"ASV_2"	"ASV_120"	1	1
"ASV_2"	"ASV_139"	2	1
"ASV_2"	"ASV_144"	2	1
"ASV_2"	"ASV_148"	2	1
NA	"ASV_2"	NA	2
NA	"ASV_2"	NA	1
NA	"ASV_2"	NA	1
NA	"ASV_2"	NA	1
NA	"ASV_2"	NA	2
NA	"ASV_2"	NA	1
"ASV_2"	"ASV_26"	1	1
"ASV_2"	"ASV_297"	2	1
NA	"ASV_2"	NA	1
"ASV_2"	"ASV_367"	2	1
NA	"ASV_2"	NA	2
"ASV_2"	"ASV_486"	1	1
NA	"ASV_2"	NA	1
NA	"ASV_2"	NA	2
NA	"ASV_2"	NA	2
NA	"ASV_2"	NA	2
"ASV_2"	"ASV_82"	2	1
NA	"ASV_2"	NA	1
NA	"ASV_2"	NA	2
NA	"ASV_20"	NA	1
NA	"ASV_20"	NA	1
NA	"ASV_20"	NA	1
"ASV_201"	"ASV_218"	1	1
"ASV_201"	"ASV_357"	2	1
"ASV_201"	"ASV_604"	1	1
NA	"ASV_202"	NA	1
NA	"ASV_202"	NA	1
NA	"ASV_202"	NA	1
NA	"ASV_202"	NA	1
NA	"ASV_202"	NA	1
NA	"ASV_205"	NA	1
NA	"ASV_207"	NA	1
NA	"ASV_208"	NA	1
NA	"ASV_208"	NA	1
NA	"ASV_208"	NA	1
NA	"ASV_208"	NA	1
NA	"ASV_208"	NA	1
NA	"ASV_21"	NA	1
NA	"ASV_21"	NA	1
NA	"ASV_21"	NA	1
NA	"ASV_21"	NA	1
NA	"ASV_21"	NA	2
NA	"ASV_21"	NA	1
NA	"ASV_21"	NA	1
NA	"ASV_21"	NA	2
NA	"ASV_21"	NA	2
NA	"ASV_211"	NA	1
NA	"ASV_211"	NA	1
"ASV_212"	"ASV_223"	1	1
NA	"ASV_212"	NA	1
NA	"ASV_212"	NA	1
"ASV_215"	"ASV_434"	1	1
"ASV_215"	"ASV_460"	1	1
"ASV_215"	"ASV_492"	1	1
"ASV_215"	"ASV_549"	1	1
"ASV_215"	"ASV_698"	1	1
"ASV_216"	"ASV_274"	1	1
"ASV_216"	"ASV_307"	1	1
"ASV_216"	"ASV_426"	1	1
"ASV_216"	"ASV_550"	1	1
"ASV_216"	"ASV_609"	1	1
"ASV_216"	"ASV_617"	1	1
"ASV_216"	"ASV_721"	1	1
"ASV_216"	"ASV_844"	1	1
NA	"ASV_217"	NA	1
NA	"ASV_217"	NA	1
NA	"ASV_217"	NA	1
NA	"ASV_217"	NA	1
"ASV_218"	"ASV_260"	2	1
NA	"ASV_219"	NA	1
NA	"ASV_219"	NA	1
NA	"ASV_219"	NA	1
NA	"ASV_22"	NA	2
"ASV_22"	"ASV_130"	2	1
NA	"ASV_22"	NA	2
NA	"ASV_22"	NA	2
NA	"ASV_22"	NA	1
NA	"ASV_22"	NA	2
NA	"ASV_22"	NA	2
NA	"ASV_22"	NA	2
NA	"ASV_22"	NA	1
"ASV_22"	"ASV_357"	2	1
NA	"ASV_22"	NA	1
NA	"ASV_22"	NA	1
"ASV_22"	"ASV_422"	1	1
"ASV_22"	"ASV_46"	1	1
NA	"ASV_22"	NA	2
NA	"ASV_22"	NA	2
NA	"ASV_22"	NA	2
NA	"ASV_22"	NA	1
NA	"ASV_22"	NA	2
"ASV_221"	"ASV_326"	1	1
"ASV_221"	"ASV_509"	1	1
"ASV_221"	"ASV_598"	1	1
"ASV_221"	"ASV_701"	1	1
NA	"ASV_222"	NA	1
"ASV_222"	"ASV_450"	1	1
"ASV_223"	"ASV_272"	1	1
NA	"ASV_223"	NA	1
NA	"ASV_224"	NA	1
NA	"ASV_225"	NA	1
NA	"ASV_225"	NA	1
NA	"ASV_225"	NA	1
NA	"ASV_226"	NA	2
NA	"ASV_226"	NA	1
"ASV_228"	"ASV_260"	2	1
"ASV_23"	"ASV_116"	1	1
"ASV_23"	"ASV_124"	1	1
"ASV_23"	"ASV_1266"	1	1
"ASV_23"	"ASV_148"	1	1
"ASV_23"	"ASV_167"	1	1
NA	"ASV_23"	NA	1
NA	"ASV_23"	NA	1
NA	"ASV_23"	NA	1
NA	"ASV_23"	NA	1
"ASV_23"	"ASV_251"	1	1
NA	"ASV_23"	NA	2
"ASV_23"	"ASV_272"	1	1
NA	"ASV_23"	NA	1
"ASV_23"	"ASV_29"	1	1
NA	"ASV_23"	NA	1
"ASV_23"	"ASV_307"	1	1
NA	"ASV_23"	NA	1
"ASV_23"	"ASV_357"	1	1
NA	"ASV_23"	NA	1
"ASV_23"	"ASV_381"	1	1
"ASV_23"	"ASV_388"	1	1
NA	"ASV_23"	NA	1
"ASV_23"	"ASV_430"	1	1
NA	"ASV_23"	NA	1
NA	"ASV_23"	NA	1
NA	"ASV_23"	NA	1
NA	"ASV_23"	NA	1
"ASV_23"	"ASV_544"	1	1
NA	"ASV_23"	NA	1
NA	"ASV_23"	NA	1
NA	"ASV_23"	NA	1
NA	"ASV_23"	NA	1
"ASV_23"	"ASV_80"	1	1
"ASV_23"	"ASV_82"	1	1
NA	"ASV_23"	NA	1
NA	"ASV_230"	NA	1
NA	"ASV_232"	NA	1
NA	"ASV_233"	NA	1
NA	"ASV_233"	NA	1
NA	"ASV_233"	NA	1
NA	"ASV_233"	NA	1
NA	"ASV_234"	NA	1
NA	"ASV_234"	NA	1
NA	"ASV_234"	NA	1
NA	"ASV_235"	NA	1
NA	"ASV_235"	NA	1
NA	"ASV_237"	NA	1
"ASV_238"	"ASV_260"	1	1
NA	"ASV_238"	NA	1
NA	"ASV_238"	NA	1
NA	"ASV_238"	NA	1
NA	"ASV_239"	NA	2
NA	"ASV_24"	NA	1
NA	"ASV_24"	NA	1
NA	"ASV_24"	NA	2
NA	"ASV_24"	NA	2
NA	"ASV_24"	NA	2
NA	"ASV_24"	NA	2
NA	"ASV_24"	NA	2
NA	"ASV_24"	NA	2
NA	"ASV_24"	NA	1
NA	"ASV_24"	NA	1
NA	"ASV_24"	NA	2
"ASV_24"	"ASV_34"	1	1
NA	"ASV_24"	NA	1
NA	"ASV_24"	NA	2
NA	"ASV_24"	NA	1
NA	"ASV_24"	NA	1
NA	"ASV_24"	NA	1
NA	"ASV_24"	NA	2
NA	"ASV_24"	NA	2
NA	"ASV_240"	NA	1
NA	"ASV_240"	NA	1
NA	"ASV_240"	NA	1
NA	"ASV_243"	NA	1
"ASV_245"	"ASV_258"	1	1
"ASV_245"	"ASV_262"	1	1
"ASV_245"	"ASV_306"	1	1
NA	"ASV_246"	NA	1
NA	"ASV_246"	NA	1
NA	"ASV_246"	NA	1
NA	"ASV_247"	NA	1
NA	"ASV_247"	NA	1
NA	"ASV_247"	NA	1
NA	"ASV_25"	NA	1
NA	"ASV_25"	NA	1
"ASV_25"	"ASV_109"	1	1
NA	"ASV_25"	NA	2
NA	"ASV_25"	NA	1
"ASV_25"	"ASV_157"	2	1
NA	"ASV_25"	NA	2
NA	"ASV_25"	NA	2
